episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-1115.285,137,0,1,500,,,2.103,
2,-1018.933,125,0,1,500,,,2.106,
3,-1350.174,166,0,1,500,,,2.01,
4,-991.264,121,0,1,500,,,2.032,
5,-1155.213,142,0,1,500,,,2.032,
6,-921.663,116,0,1,500,,,1.927,
7,-1068.2,131,0,1,500,,,2.166,
8,-873.994,109,0,1,500,,,2.064,
9,-1279.492,158,0,1,500,,,2.054,
10,-1551.359,192,0,1,500,,,2.047,
11,-1051.278,131,0,1,500,,,1.994,
12,-143.731,85,1,0,255,,1.023,1.023,
13,-2386.171,297,0,1,500,,,2.078,
14,-1433.675,177,0,1,500,,,2.05,
15,-2108.015,262,0,1,500,,,1.981,
16,-2066.848,257,0,1,500,,,2.024,
17,-1574.193,194,0,1,500,,,2.097,
18,-1971.494,245,0,1,500,,,2.081,
19,-3084.352,385,0,1,500,,,2.101,
20,-2560.974,319,0,1,500,,,2.084,
21,-1716.891,213,0,1,500,,,2.039,
22,-1044.821,129,0,1,500,,,2.228,
23,-1267.047,157,0,1,500,,,2.066,
24,-1085.416,136,0,1,500,,,2.117,
25,-2064.495,256,0,1,500,,,2.363,
26,-1280.722,158,0,1,500,,,2.209,
27,-915.703,112,0,1,500,,,2.124,
28,-989.896,121,0,1,500,,,2.17,
29,-1195.356,147,0,1,500,,,2.114,
30,-982.961,122,0,1,500,,,2.13,
31,-925.76,115,0,1,500,,,2.084,
32,-911.171,115,0,1,500,,,2.021,
33,-1207.22,149,0,1,500,,,2.064,
34,-1329.107,164,0,1,500,,,2.105,
35,-916.041,112,0,1,500,,,2.12,
36,-934.251,115,0,1,500,,,2.507,
37,-1059.669,134,0,1,500,,,2.392,
38,-1035.765,130,0,1,500,,,2.076,
39,-964.861,119,0,1,500,,,2.07,
40,-1250.879,154,0,1,500,,,2.113,
41,-1059.614,130,0,1,500,,,2.161,
42,-1115.67,137,0,1,500,,,2.141,
43,-966.077,123,0,1,500,,,2.127,
44,-785.336,99,0,1,500,,,2.094,
45,-576.077,138,1,0,493,,2.149,2.149,
46,-1311.762,162,0,1,500,,,2.277,
47,-1113.494,137,0,1,500,,,2.179,
48,-898.022,110,0,1,500,,,2.156,
49,-986.957,121,0,1,500,,,2.271,
50,-1143.445,141,0,1,500,,,2.184,
51,-256.343,99,1,0,281,,1.176,1.176,
52,-972.183,119,0,1,500,,,2.071,
53,-747.761,95,0,1,500,,,2.116,
54,-1144.572,141,0,1,500,,,2.121,
55,-1201.824,148,0,1,500,,,2.1,
56,-794.598,96,0,1,500,,,2.081,
57,-897.458,113,0,1,500,,,2.077,
58,-1153.132,142,0,1,500,,,2.113,
59,-940.925,115,0,1,500,,,2.058,
60,-1241.646,153,0,1,500,,,2.121,
61,-1066.731,132,0,1,500,,,2.094,
62,-1050.816,129,0,1,500,,,2.056,
63,-823.836,101,0,1,500,,,2.065,
64,-945.997,119,0,1,500,,,2.12,
65,-1149.816,141,0,1,500,,,2.074,
66,-811.364,103,0,1,500,,,2.134,
67,-1178.381,145,0,1,500,,,2.072,
68,-1155.305,145,0,1,500,,,2.114,
69,-1057.642,130,0,1,500,,,2.181,
70,-919.138,112,0,1,500,,,2.1,
71,-1082.781,133,0,1,500,,,2.188,
72,-904.798,112,0,1,500,,,2.164,
73,-871.422,106,0,1,500,,,2.162,
74,-846.317,107,0,1,500,,,2.174,
75,-1043.772,128,0,1,500,,,2.087,
76,-859.926,105,0,1,500,,,2.136,
77,-948.833,116,0,1,500,,,2.12,
78,-964.931,118,0,1,500,,,2.029,
79,-863.096,108,0,1,500,,,2.144,
80,-1219.945,150,0,1,500,,,2.205,
81,-993.596,122,0,1,500,,,2.131,
82,-1112.972,137,0,1,500,,,2.215,
83,-1114.378,137,0,1,500,,,2.262,
84,-1065.483,134,0,1,500,,,2.171,
85,-1406.509,177,0,1,500,,,2.889,
86,-1097.212,136,0,1,500,,,2.141,
87,-1199.853,147,0,1,500,,,2.024,
88,-1107.853,136,0,1,500,,,2.182,
89,-748.794,91,0,1,500,,,2.495,
90,-908.632,111,0,1,500,,,2.225,
91,-686.588,83,0,1,500,,,2.123,
92,-1163.003,146,0,1,500,,,2.156,
93,-980.83,121,0,1,500,,,2.087,
94,-956.356,117,0,1,500,,,2.132,
95,-858.741,108,0,1,500,,,2.051,
96,-1054.404,129,0,1,500,,,2.083,
97,-890.397,109,0,1,500,,,2.12,
98,-1096.649,135,0,1,500,,,2.104,
99,-1147.349,141,0,1,500,,,2.06,
100,-981.836,120,0,1,500,,,2.095,
101,-920.905,112,0,1,500,,,2.219,
102,-1953.826,245,0,1,500,,,2.175,
103,-1485.763,183,0,1,500,,,2.082,
104,-1008.274,127,0,1,500,,,2.115,
105,-1215.154,150,0,1,500,,,2.068,
106,-1067.157,131,0,1,500,,,2.237,
107,-893.067,109,0,1,500,,,2.122,
108,-1131.535,139,0,1,500,,,2.161,
109,-866.057,108,0,1,500,,,2.088,
110,-1209.575,149,0,1,500,,,2.122,
111,-806.407,98,0,1,500,,,2.115,
112,-1077.393,132,0,1,500,,,2.208,
113,-1009.347,126,0,1,500,,,2.111,
114,-909.263,111,0,1,500,,,2.055,
115,-1187.458,146,0,1,500,,,2.218,
116,-1282.696,158,0,1,500,,,2.19,
117,-1155.706,144,0,1,500,,,2.075,
118,-851.534,104,0,1,500,,,2.116,
119,-1082.107,135,0,1,500,,,2.117,
120,-1466.705,181,0,1,500,,,2.156,
121,-1128.842,139,0,1,500,,,2.07,
122,-850.347,104,0,1,500,,,2.074,
123,-916.147,112,0,1,500,,,2.158,
124,-1123.121,138,0,1,500,,,2.06,
125,-1001.333,123,0,1,500,,,2.188,
126,-1296.965,160,0,1,500,,,2.079,
127,-1058.735,130,0,1,500,,,2.072,
128,-1074.434,132,0,1,500,,,2.12,
129,-1188.536,147,0,1,500,,,2.122,
130,-942.783,116,0,1,500,,,2.206,
131,-1187.354,146,0,1,500,,,2.19,
132,-1026.046,126,0,1,500,,,2.076,
133,-914.176,112,0,1,500,,,2.089,
134,-945.294,117,0,1,500,,,2.193,
135,-1009.476,124,0,1,500,,,2.081,
136,-1115.956,137,0,1,500,,,2.084,
137,-1108.682,136,0,1,500,,,2.077,
138,-925.749,113,0,1,500,,,2.119,
139,-890.348,109,0,1,500,,,2.113,
140,-866.243,106,0,1,500,,,2.143,
141,-928.712,114,0,1,500,,,2.157,
142,-948.777,116,0,1,500,,,2.119,
143,-998.34,122,0,1,500,,,2.115,
144,-1037.846,127,0,1,500,,,2.625,
145,-1085.532,134,0,1,500,,,2.643,
146,-967.51,118,0,1,500,,,2.317,
147,-961.713,120,0,1,500,,,2.154,
148,-939.32,115,0,1,500,,,2.24,
149,-1009.465,124,0,1,500,,,2.107,
150,-1110.052,136,0,1,500,,,2.151,
151,-1074.005,132,0,1,500,,,2.075,
152,-964.691,118,0,1,500,,,2.147,
153,-826.862,101,0,1,500,,,2.181,
154,-767.309,94,0,1,500,,,2.084,
155,-818.973,99,0,1,500,,,2.077,
156,-1105.143,135,0,1,500,,,2.147,
157,-1197.918,147,0,1,500,,,2.152,
158,-1062.866,131,0,1,500,,,2.137,
159,-853.5,104,0,1,500,,,2.139,
160,-996.674,122,0,1,500,,,2.122,
161,-1186.533,146,0,1,500,,,2.112,
162,-891.679,109,0,1,500,,,2.165,
163,-1141.248,140,0,1,500,,,2.182,
164,-829.668,101,0,1,500,,,2.108,
165,-986.142,122,0,1,500,,,2.238,
166,-1209.75,149,0,1,500,,,2.165,
167,-1005.542,123,0,1,500,,,2.114,
168,-685.158,83,0,1,500,,,2.155,
169,-938.278,115,0,1,500,,,2.109,
170,-988.564,121,0,1,500,,,2.188,
171,-1178.236,145,0,1,500,,,2.226,
172,-1138.484,140,0,1,500,,,2.22,
173,-1074.712,132,0,1,500,,,2.133,
174,-1290.217,159,0,1,500,,,2.184,
175,-1033.057,127,0,1,500,,,2.034,
176,-836.689,102,0,1,500,,,2.158,
177,-1107.935,136,0,1,500,,,2.207,
178,-1310.675,161,0,1,500,,,2.204,
179,-937.178,115,0,1,500,,,2.127,
180,-1114.994,139,0,1,500,,,2.19,
181,-694.701,84,0,1,500,,,2.17,
182,-1458.29,181,0,1,500,,,2.14,
183,-944.833,116,0,1,500,,,2.066,
184,-1218.903,150,0,1,500,,,2.18,
185,-892.676,109,0,1,500,,,2.198,
186,-1048.069,128,0,1,500,,,2.185,
187,-1478.044,184,0,1,500,,,2.165,
188,-1303.406,162,0,1,500,,,2.079,
189,-1272.257,157,0,1,500,,,2.126,
190,-1203.861,148,0,1,500,,,2.214,
191,-1121.005,138,0,1,500,,,2.159,
192,-907.564,111,0,1,500,,,2.164,
193,-1140.322,140,0,1,500,,,2.044,
194,-1542.65,190,0,1,500,,,2.204,
195,-978.015,120,0,1,500,,,2.173,
196,-1035.022,127,0,1,500,,,2.295,
197,-1219.0,150,0,1,500,,,2.352,
198,-811.969,100,0,1,500,,,2.191,
199,-1186.161,147,0,1,500,,,2.26,
200,-1006.058,124,0,1,500,,,2.165,
201,-962.728,118,0,1,500,,,2.223,
202,-869.859,106,0,1,500,,,2.116,
203,-810.92,98,0,1,500,,,2.204,
204,-980.996,120,0,1,500,,,2.156,
205,-902.736,111,0,1,500,,,2.179,
206,-893.55,109,0,1,500,,,2.199,
207,-1076.272,132,0,1,500,,,2.117,
208,-785.891,96,0,1,500,,,2.159,
209,-1146.266,141,0,1,500,,,2.085,
210,-1081.332,133,0,1,500,,,2.139,
211,-876.742,107,0,1,500,,,2.091,
212,-859.536,105,0,1,500,,,2.144,
213,-793.023,97,0,1,500,,,2.342,
214,-964.889,118,0,1,500,,,2.287,
