trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-03-31 01:29:07,PPO,U-maze,109,3.964,0,1,
2,2026-03-31 01:29:11,PPO,U-maze,202,3.75,0,1,
3,2026-03-31 01:29:15,PPO,U-maze,133,3.833,0,1,
4,2026-03-31 01:29:23,PPO,U-maze,120,7.848,0,1,
5,2026-03-31 01:29:26,PPO,U-maze,134,3.002,0,1,
6,2026-03-31 01:29:28,PPO,U-maze,167,2.85,0,1,
7,2026-03-31 01:29:31,PPO,U-maze,132,2.85,0,1,
8,2026-03-31 01:29:34,PPO,U-maze,161,2.902,0,1,
9,2026-03-31 01:29:37,PPO,U-maze,190,2.728,0,1,
10,2026-03-31 01:29:41,PPO,U-maze,201,3.901,0,1,
11,2026-03-31 01:29:44,PPO,U-maze,204,3.393,0,1,
12,2026-03-31 01:29:47,PPO,U-maze,111,2.751,0,1,
13,2026-03-31 01:29:50,PPO,U-maze,213,2.938,0,1,
14,2026-03-31 01:29:54,PPO,U-maze,212,4.505,0,1,
15,2026-03-31 01:29:59,PPO,U-maze,121,4.414,0,1,
16,2026-03-31 01:30:03,PPO,U-maze,128,3.906,0,1,
17,2026-03-31 01:30:07,PPO,U-maze,131,4.263,0,1,
18,2026-03-31 01:30:11,PPO,U-maze,125,4.049,1,0,
19,2026-03-31 01:30:14,PPO,U-maze,140,2.452,0,1,
20,2026-03-31 01:30:16,PPO,U-maze,162,2.309,0,1,
21,2026-03-31 01:30:18,PPO,U-maze,206,2.258,0,1,
22,2026-03-31 01:30:21,PPO,U-maze,141,3.305,0,1,
23,2026-03-31 01:30:26,PPO,U-maze,148,4.303,0,1,
24,2026-03-31 01:30:29,PPO,U-maze,132,3.427,0,1,
25,2026-03-31 01:30:31,PPO,U-maze,123,2.196,0,1,
26,2026-03-31 01:30:34,PPO,U-maze,119,2.309,0,1,
27,2026-03-31 01:30:36,PPO,U-maze,145,2.134,0,1,
28,2026-03-31 01:30:38,PPO,U-maze,143,2.284,0,1,
29,2026-03-31 01:30:40,PPO,U-maze,138,2.246,0,1,
30,2026-03-31 01:30:43,PPO,U-maze,187,2.254,0,1,
31,2026-03-31 01:30:45,PPO,U-maze,203,2.269,0,1,
32,2026-03-31 01:30:47,PPO,U-maze,172,2.33,0,1,
33,2026-03-31 01:30:50,PPO,U-maze,134,2.433,0,1,
34,2026-03-31 01:30:52,PPO,U-maze,110,2.332,0,1,
35,2026-03-31 01:30:54,PPO,U-maze,239,2.218,0,1,
36,2026-03-31 01:30:56,PPO,U-maze,136,2.177,0,1,
37,2026-03-31 01:30:59,PPO,U-maze,131,2.101,0,1,
38,2026-03-31 01:31:01,PPO,U-maze,104,2.201,0,1,
39,2026-03-31 01:31:03,PPO,U-maze,156,2.156,0,1,
40,2026-03-31 01:31:05,PPO,U-maze,241,2.171,0,1,
41,2026-03-31 01:31:07,PPO,U-maze,182,2.194,0,1,
42,2026-03-31 01:31:09,PPO,U-maze,141,2.071,0,1,
43,2026-03-31 01:31:11,PPO,U-maze,150,2.048,0,1,
44,2026-03-31 01:31:14,PPO,U-maze,144,2.105,0,1,
45,2026-03-31 01:31:16,PPO,U-maze,163,2.086,0,1,
46,2026-03-31 01:31:18,PPO,U-maze,130,2.173,0,1,
47,2026-03-31 01:31:20,PPO,U-maze,150,2.139,0,1,
48,2026-03-31 01:31:22,PPO,U-maze,121,2.186,0,1,
49,2026-03-31 01:31:24,PPO,U-maze,109,2.079,0,1,
50,2026-03-31 01:31:26,PPO,U-maze,130,2.16,0,1,
51,2026-03-31 01:31:29,PPO,U-maze,147,2.141,0,1,
52,2026-03-31 01:31:31,PPO,U-maze,152,2.161,0,1,
53,2026-03-31 01:31:33,PPO,U-maze,124,2.13,0,1,
54,2026-03-31 01:31:36,PPO,U-maze,112,2.728,0,1,
55,2026-03-31 01:31:38,PPO,U-maze,110,2.47,0,1,
56,2026-03-31 01:31:40,PPO,U-maze,129,2.101,0,1,
57,2026-03-31 01:31:42,PPO,U-maze,110,2.069,0,1,
58,2026-03-31 01:31:44,PPO,U-maze,119,2.155,0,1,
59,2026-03-31 01:31:47,PPO,U-maze,142,2.178,0,1,
60,2026-03-31 01:31:49,PPO,U-maze,133,2.226,0,1,
61,2026-03-31 01:31:51,PPO,U-maze,131,2.157,0,1,
62,2026-03-31 01:31:53,PPO,U-maze,140,2.152,0,1,
63,2026-03-31 01:31:55,PPO,U-maze,120,2.151,0,1,
64,2026-03-31 01:31:57,PPO,U-maze,140,2.226,0,1,
65,2026-03-31 01:32:00,PPO,U-maze,119,2.048,0,1,
66,2026-03-31 01:32:02,PPO,U-maze,124,2.19,0,1,
67,2026-03-31 01:32:04,PPO,U-maze,142,2.109,0,1,
68,2026-03-31 01:32:06,PPO,U-maze,142,2.025,0,1,
69,2026-03-31 01:32:08,PPO,U-maze,112,2.196,0,1,
70,2026-03-31 01:32:10,PPO,U-maze,143,2.187,0,1,
71,2026-03-31 01:32:12,PPO,U-maze,123,2.185,0,1,
72,2026-03-31 01:32:15,PPO,U-maze,125,2.152,0,1,
73,2026-03-31 01:32:17,PPO,U-maze,113,2.127,0,1,
74,2026-03-31 01:32:19,PPO,U-maze,117,2.111,0,1,
75,2026-03-31 01:32:21,PPO,U-maze,159,2.093,0,1,
76,2026-03-31 01:32:23,PPO,U-maze,124,2.071,0,1,
77,2026-03-31 01:32:25,PPO,U-maze,153,2.153,0,1,
78,2026-03-31 01:32:27,PPO,U-maze,132,2.203,0,1,
79,2026-03-31 01:32:29,PPO,U-maze,137,2.111,0,1,
80,2026-03-31 01:32:32,PPO,U-maze,141,2.123,0,1,
81,2026-03-31 01:32:34,PPO,U-maze,100,2.051,0,1,
82,2026-03-31 01:32:36,PPO,U-maze,125,2.197,0,1,
83,2026-03-31 01:32:38,PPO,U-maze,127,2.232,0,1,
84,2026-03-31 01:32:40,PPO,U-maze,124,2.109,0,1,
85,2026-03-31 01:32:42,PPO,U-maze,125,2.193,0,1,
86,2026-03-31 01:32:45,PPO,U-maze,134,2.095,0,1,
87,2026-03-31 01:32:47,PPO,U-maze,111,2.134,0,1,
88,2026-03-31 01:32:49,PPO,U-maze,125,2.161,0,1,
89,2026-03-31 01:32:51,PPO,U-maze,140,2.124,0,1,
90,2026-03-31 01:32:53,PPO,U-maze,107,2.135,0,1,
91,2026-03-31 01:32:55,PPO,U-maze,107,2.082,0,1,
92,2026-03-31 01:32:57,PPO,U-maze,130,2.161,0,1,
93,2026-03-31 01:32:59,PPO,U-maze,128,2.085,0,1,
94,2026-03-31 01:33:01,PPO,U-maze,138,2.066,0,1,
95,2026-03-31 01:33:04,PPO,U-maze,123,2.094,0,1,
96,2026-03-31 01:33:06,PPO,U-maze,153,2.136,0,1,
97,2026-03-31 01:33:08,PPO,U-maze,127,2.159,0,1,
98,2026-03-31 01:33:10,PPO,U-maze,100,2.103,0,1,
99,2026-03-31 01:33:12,PPO,U-maze,111,2.009,0,1,
100,2026-03-31 01:33:14,PPO,U-maze,157,2.11,0,1,
101,2026-03-31 01:33:16,PPO,U-maze,106,2.164,0,1,
102,2026-03-31 01:33:18,PPO,U-maze,94,2.117,0,1,
103,2026-03-31 01:33:20,PPO,U-maze,90,2.09,0,1,
104,2026-03-31 01:33:23,PPO,U-maze,93,2.033,0,1,
105,2026-03-31 01:33:24,PPO,U-maze,63,1.449,1,0,
106,2026-03-31 01:33:26,PPO,U-maze,151,2.306,0,1,
107,2026-03-31 01:33:29,PPO,U-maze,123,2.467,0,1,
108,2026-03-31 01:33:31,PPO,U-maze,133,2.071,0,1,
109,2026-03-31 01:33:33,PPO,U-maze,123,2.183,0,1,
110,2026-03-31 01:33:35,PPO,U-maze,135,2.147,0,1,
111,2026-03-31 01:33:37,PPO,U-maze,122,2.183,0,1,
112,2026-03-31 01:33:40,PPO,U-maze,103,2.12,0,1,
113,2026-03-31 01:33:42,PPO,U-maze,129,2.091,0,1,
114,2026-03-31 01:33:44,PPO,U-maze,124,2.155,0,1,
115,2026-03-31 01:33:46,PPO,U-maze,101,2.142,0,1,
116,2026-03-31 01:33:48,PPO,U-maze,129,2.147,0,1,
117,2026-03-31 01:33:50,PPO,U-maze,141,2.217,0,1,
118,2026-03-31 01:33:52,PPO,U-maze,129,2.07,0,1,
119,2026-03-31 01:33:55,PPO,U-maze,176,2.151,0,1,
120,2026-03-31 01:33:57,PPO,U-maze,114,2.186,0,1,
121,2026-03-31 01:33:59,PPO,U-maze,105,2.091,0,1,
122,2026-03-31 01:34:01,PPO,U-maze,131,2.163,0,1,
123,2026-03-31 01:34:03,PPO,U-maze,106,2.088,0,1,
124,2026-03-31 01:34:05,PPO,U-maze,136,2.118,0,1,
125,2026-03-31 01:34:07,PPO,U-maze,119,2.129,0,1,
126,2026-03-31 01:34:09,PPO,U-maze,125,2.135,0,1,
127,2026-03-31 01:34:12,PPO,U-maze,134,2.1,0,1,
128,2026-03-31 01:34:14,PPO,U-maze,144,2.149,0,1,
129,2026-03-31 01:34:16,PPO,U-maze,162,2.107,0,1,
130,2026-03-31 01:34:18,PPO,U-maze,149,2.125,0,1,
131,2026-03-31 01:34:20,PPO,U-maze,97,2.081,0,1,
132,2026-03-31 01:34:22,PPO,U-maze,139,2.07,0,1,
133,2026-03-31 01:34:24,PPO,U-maze,97,2.116,0,1,
134,2026-03-31 01:34:26,PPO,U-maze,113,2.14,0,1,
135,2026-03-31 01:34:28,PPO,U-maze,139,2.097,0,1,
136,2026-03-31 01:34:31,PPO,U-maze,126,2.43,0,1,
137,2026-03-31 01:34:33,PPO,U-maze,112,2.414,0,1,
138,2026-03-31 01:34:36,PPO,U-maze,160,2.181,0,1,
139,2026-03-31 01:34:38,PPO,U-maze,132,2.184,0,1,
140,2026-03-31 01:34:40,PPO,U-maze,158,2.135,0,1,
141,2026-03-31 01:34:42,PPO,U-maze,121,2.111,0,1,
142,2026-03-31 01:34:44,PPO,U-maze,108,2.097,0,1,
143,2026-03-31 01:34:46,PPO,U-maze,128,2.183,0,1,
144,2026-03-31 01:34:49,PPO,U-maze,119,2.263,0,1,
145,2026-03-31 01:34:51,PPO,U-maze,108,2.052,0,1,
146,2026-03-31 01:34:53,PPO,U-maze,116,2.199,0,1,
147,2026-03-31 01:34:55,PPO,U-maze,101,2.15,0,1,
148,2026-03-31 01:34:57,PPO,U-maze,124,2.222,0,1,
149,2026-03-31 01:34:59,PPO,U-maze,120,2.077,0,1,
150,2026-03-31 01:35:01,PPO,U-maze,126,2.109,0,1,
151,2026-03-31 01:35:03,PPO,U-maze,99,2.137,0,1,
152,2026-03-31 01:35:06,PPO,U-maze,119,2.079,0,1,
153,2026-03-31 01:35:08,PPO,U-maze,116,2.153,0,1,
154,2026-03-31 01:35:10,PPO,U-maze,126,2.139,0,1,
155,2026-03-31 01:35:12,PPO,U-maze,145,2.128,0,1,
156,2026-03-31 01:35:14,PPO,U-maze,99,2.078,0,1,
157,2026-03-31 01:35:16,PPO,U-maze,105,2.156,0,1,
158,2026-03-31 01:35:18,PPO,U-maze,120,2.195,0,1,
159,2026-03-31 01:35:21,PPO,U-maze,112,2.179,0,1,
160,2026-03-31 01:35:23,PPO,U-maze,110,2.142,0,1,
161,2026-03-31 01:35:25,PPO,U-maze,139,2.151,0,1,
162,2026-03-31 01:35:27,PPO,U-maze,151,2.2,0,1,
163,2026-03-31 01:35:29,PPO,U-maze,173,2.119,0,1,
164,2026-03-31 01:35:31,PPO,U-maze,127,2.244,0,1,
165,2026-03-31 01:35:34,PPO,U-maze,124,2.263,0,1,
166,2026-03-31 01:35:36,PPO,U-maze,112,2.117,0,1,
167,2026-03-31 01:35:38,PPO,U-maze,156,2.086,0,1,
168,2026-03-31 01:35:40,PPO,U-maze,103,2.08,0,1,
169,2026-03-31 01:35:42,PPO,U-maze,151,2.145,0,1,
170,2026-03-31 01:35:44,PPO,U-maze,109,2.127,0,1,
171,2026-03-31 01:35:47,PPO,U-maze,117,2.14,0,1,
172,2026-03-31 01:35:49,PPO,U-maze,152,2.149,0,1,
173,2026-03-31 01:35:51,PPO,U-maze,147,2.282,0,1,
174,2026-03-31 01:35:53,PPO,U-maze,170,2.26,0,1,
175,2026-03-31 01:35:55,PPO,U-maze,117,2.067,0,1,
176,2026-03-31 01:35:57,PPO,U-maze,145,2.161,0,1,
177,2026-03-31 01:36:00,PPO,U-maze,106,2.116,0,1,
178,2026-03-31 01:36:02,PPO,U-maze,123,2.122,0,1,
179,2026-03-31 01:36:04,PPO,U-maze,120,2.139,0,1,
180,2026-03-31 01:36:06,PPO,U-maze,114,2.196,0,1,
181,2026-03-31 01:36:08,PPO,U-maze,91,2.215,0,1,
182,2026-03-31 01:36:10,PPO,U-maze,185,2.121,0,1,
183,2026-03-31 01:36:13,PPO,U-maze,108,2.184,0,1,
184,2026-03-31 01:36:15,PPO,U-maze,110,2.107,0,1,
185,2026-03-31 01:36:17,PPO,U-maze,115,2.143,0,1,
186,2026-03-31 01:36:19,PPO,U-maze,106,2.135,0,1,
187,2026-03-31 01:36:21,PPO,U-maze,132,2.077,0,1,
188,2026-03-31 01:36:23,PPO,U-maze,140,2.151,0,1,
189,2026-03-31 01:36:25,PPO,U-maze,113,2.039,0,1,
190,2026-03-31 01:36:27,PPO,U-maze,150,2.218,0,1,
191,2026-03-31 01:36:30,PPO,U-maze,123,2.136,0,1,
192,2026-03-31 01:36:32,PPO,U-maze,109,2.147,0,1,
193,2026-03-31 01:36:34,PPO,U-maze,136,2.188,0,1,
194,2026-03-31 01:36:36,PPO,U-maze,107,2.101,0,1,
195,2026-03-31 01:36:38,PPO,U-maze,126,2.127,0,1,
196,2026-03-31 01:36:40,PPO,U-maze,138,2.161,0,1,
197,2026-03-31 01:36:43,PPO,U-maze,146,2.184,0,1,
198,2026-03-31 01:36:45,PPO,U-maze,126,2.165,0,1,
199,2026-03-31 01:36:47,PPO,U-maze,93,2.197,0,1,
200,2026-03-31 01:36:49,PPO,U-maze,126,2.281,0,1,
201,2026-03-31 01:36:51,PPO,U-maze,122,2.282,0,1,
202,2026-03-31 01:36:54,PPO,U-maze,100,2.19,0,1,
203,2026-03-31 01:36:56,PPO,U-maze,97,2.081,0,1,
204,2026-03-31 01:36:58,PPO,U-maze,123,2.156,0,1,
205,2026-03-31 01:37:00,PPO,U-maze,132,2.094,0,1,
206,2026-03-31 01:37:02,PPO,U-maze,107,2.154,0,1,
207,2026-03-31 01:37:04,PPO,U-maze,133,2.101,0,1,
208,2026-03-31 01:37:06,PPO,U-maze,99,2.166,0,1,
209,2026-03-31 01:37:09,PPO,U-maze,154,2.136,0,1,
210,2026-03-31 01:37:11,PPO,U-maze,106,2.19,0,1,
211,2026-03-31 01:37:13,PPO,U-maze,141,2.081,0,1,
212,2026-03-31 01:37:15,PPO,U-maze,128,2.137,0,1,
213,2026-03-31 01:37:17,PPO,U-maze,119,2.25,0,1,
214,2026-03-31 01:37:19,PPO,U-maze,132,2.105,0,1,
215,2026-03-31 01:37:22,PPO,U-maze,132,2.144,0,1,
216,2026-03-31 01:37:24,PPO,U-maze,110,2.095,0,1,
217,2026-03-31 01:37:26,PPO,U-maze,150,2.083,0,1,
218,2026-03-31 01:37:28,PPO,U-maze,130,2.287,0,1,
219,2026-03-31 01:37:30,PPO,U-maze,195,2.11,0,1,
