trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-03-31 12:37:17,PPO,U-maze,124,2.129,0,1,
2,2026-03-31 12:37:19,PPO,U-maze,111,2.254,0,1,
3,2026-03-31 12:37:21,PPO,U-maze,142,2.067,0,1,
4,2026-03-31 12:37:24,PPO,U-maze,152,2.237,0,1,
5,2026-03-31 12:37:26,PPO,U-maze,141,2.085,0,1,
6,2026-03-31 12:37:28,PPO,U-maze,219,2.132,0,1,
7,2026-03-31 12:37:30,PPO,U-maze,178,2.135,0,1,
8,2026-03-31 12:37:32,PPO,U-maze,164,2.157,0,1,
9,2026-03-31 12:37:34,PPO,U-maze,195,2.074,0,1,
10,2026-03-31 12:37:36,PPO,U-maze,119,2.135,0,1,
11,2026-03-31 12:37:38,PPO,U-maze,145,2.179,0,1,
12,2026-03-31 12:37:41,PPO,U-maze,261,2.243,0,1,
13,2026-03-31 12:37:43,PPO,U-maze,311,2.282,0,1,
14,2026-03-31 12:37:45,PPO,U-maze,200,2.125,0,1,
15,2026-03-31 12:37:47,PPO,U-maze,196,2.114,0,1,
16,2026-03-31 12:37:49,PPO,U-maze,132,2.138,0,1,
17,2026-03-31 12:37:52,PPO,U-maze,170,2.112,0,1,
18,2026-03-31 12:37:54,PPO,U-maze,182,2.178,0,1,
19,2026-03-31 12:37:56,PPO,U-maze,119,2.102,0,1,
20,2026-03-31 12:37:58,PPO,U-maze,150,2.164,0,1,
21,2026-03-31 12:38:00,PPO,U-maze,159,2.191,0,1,
22,2026-03-31 12:38:02,PPO,U-maze,156,2.133,0,1,
23,2026-03-31 12:38:05,PPO,U-maze,132,2.224,0,1,
24,2026-03-31 12:38:07,PPO,U-maze,118,2.136,0,1,
25,2026-03-31 12:38:09,PPO,U-maze,131,2.08,0,1,
26,2026-03-31 12:38:11,PPO,U-maze,215,2.064,0,1,
27,2026-03-31 12:38:13,PPO,U-maze,248,2.185,0,1,
28,2026-03-31 12:38:15,PPO,U-maze,225,2.156,0,1,
29,2026-03-31 12:38:17,PPO,U-maze,137,2.146,0,1,
30,2026-03-31 12:38:19,PPO,U-maze,303,2.067,0,1,
