trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-04-01 10:29:07,PPO,U-maze,137,2.103,0,1,
2,2026-04-01 10:29:09,PPO,U-maze,125,2.106,0,1,
3,2026-04-01 10:29:11,PPO,U-maze,166,2.01,0,1,
4,2026-04-01 10:29:13,PPO,U-maze,121,2.032,0,1,
5,2026-04-01 10:29:15,PPO,U-maze,142,2.032,0,1,
6,2026-04-01 10:29:17,PPO,U-maze,116,1.927,0,1,
7,2026-04-01 10:29:19,PPO,U-maze,131,2.166,0,1,
8,2026-04-01 10:29:21,PPO,U-maze,109,2.064,0,1,
9,2026-04-01 10:29:23,PPO,U-maze,158,2.054,0,1,
10,2026-04-01 10:29:25,PPO,U-maze,192,2.047,0,1,
11,2026-04-01 10:29:27,PPO,U-maze,131,1.994,0,1,
12,2026-04-01 10:29:28,PPO,U-maze,85,1.023,1,0,
13,2026-04-01 10:29:30,PPO,U-maze,297,2.078,0,1,
14,2026-04-01 10:29:32,PPO,U-maze,177,2.05,0,1,
15,2026-04-01 10:29:34,PPO,U-maze,262,1.981,0,1,
16,2026-04-01 10:29:36,PPO,U-maze,257,2.024,0,1,
17,2026-04-01 10:29:38,PPO,U-maze,194,2.097,0,1,
18,2026-04-01 10:29:40,PPO,U-maze,245,2.081,0,1,
19,2026-04-01 10:29:43,PPO,U-maze,385,2.101,0,1,
20,2026-04-01 10:29:45,PPO,U-maze,319,2.084,0,1,
21,2026-04-01 10:29:47,PPO,U-maze,213,2.039,0,1,
22,2026-04-01 10:29:49,PPO,U-maze,129,2.228,0,1,
23,2026-04-01 10:29:51,PPO,U-maze,157,2.066,0,1,
24,2026-04-01 10:29:53,PPO,U-maze,136,2.117,0,1,
25,2026-04-01 10:29:56,PPO,U-maze,256,2.363,0,1,
26,2026-04-01 10:29:58,PPO,U-maze,158,2.209,0,1,
27,2026-04-01 10:30:00,PPO,U-maze,112,2.124,0,1,
28,2026-04-01 10:30:02,PPO,U-maze,121,2.17,0,1,
29,2026-04-01 10:30:04,PPO,U-maze,147,2.114,0,1,
30,2026-04-01 10:30:06,PPO,U-maze,122,2.13,0,1,
31,2026-04-01 10:30:08,PPO,U-maze,115,2.084,0,1,
32,2026-04-01 10:30:10,PPO,U-maze,115,2.021,0,1,
33,2026-04-01 10:30:12,PPO,U-maze,149,2.064,0,1,
34,2026-04-01 10:30:15,PPO,U-maze,164,2.105,0,1,
35,2026-04-01 10:30:17,PPO,U-maze,112,2.12,0,1,
36,2026-04-01 10:30:19,PPO,U-maze,115,2.507,0,1,
37,2026-04-01 10:30:22,PPO,U-maze,134,2.392,0,1,
38,2026-04-01 10:30:24,PPO,U-maze,130,2.076,0,1,
39,2026-04-01 10:30:26,PPO,U-maze,119,2.07,0,1,
40,2026-04-01 10:30:28,PPO,U-maze,154,2.113,0,1,
41,2026-04-01 10:30:30,PPO,U-maze,130,2.161,0,1,
42,2026-04-01 10:30:32,PPO,U-maze,137,2.141,0,1,
43,2026-04-01 10:30:34,PPO,U-maze,123,2.127,0,1,
