trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,01-04-2026 12:49,PPO,U-maze,124,2.584,0,1,
2,01-04-2026 12:49,PPO,U-maze,104,4.148,0,1,
3,01-04-2026 12:49,PPO,U-maze,178,4.022,0,1,
4,01-04-2026 12:49,PPO,U-maze,142,4.243,0,1,
5,01-04-2026 12:49,PPO,U-maze,168,4.556,0,1,
6,01-04-2026 12:49,PPO,U-maze,156,4.491,0,1,
7,01-04-2026 12:49,PPO,U-maze,155,4.374,0,1,
8,01-04-2026 12:49,PPO,U-maze,113,4.211,0,1,
9,01-04-2026 12:49,PPO,U-maze,202,4.181,0,1,
10,01-04-2026 12:49,PPO,U-maze,126,4.316,0,1,
11,01-04-2026 12:50,PPO,U-maze,117,4.123,0,1,
12,01-04-2026 12:50,PPO,U-maze,131,4.421,0,1,
13,01-04-2026 12:50,PPO,U-maze,134,4.535,0,1,
14,01-04-2026 12:50,PPO,U-maze,232,4.496,0,1,
15,01-04-2026 12:50,PPO,U-maze,297,4.558,0,1,
16,01-04-2026 12:50,PPO,U-maze,201,4.498,0,1,
17,01-04-2026 12:50,PPO,U-maze,149,4.454,0,1,
18,01-04-2026 12:50,PPO,U-maze,126,4.548,0,1,
19,01-04-2026 12:50,PPO,U-maze,153,4.252,0,1,
20,01-04-2026 12:50,PPO,U-maze,117,4.501,0,1,
21,01-04-2026 12:50,PPO,U-maze,106,4.505,0,1,
22,01-04-2026 12:50,PPO,U-maze,161,4.486,0,1,
23,01-04-2026 12:50,PPO,U-maze,222,4.557,0,1,
24,01-04-2026 12:51,PPO,U-maze,117,4.492,0,1,
25,01-04-2026 12:51,PPO,U-maze,132,4.318,0,1,
26,01-04-2026 12:51,PPO,U-maze,138,4.441,0,1,
27,01-04-2026 12:51,PPO,U-maze,144,4.448,0,1,
28,01-04-2026 12:51,PPO,U-maze,324,4.601,0,1,
29,01-04-2026 12:51,PPO,U-maze,159,4.564,0,1,
30,01-04-2026 12:51,PPO,U-maze,157,4.483,0,1,
31,01-04-2026 12:51,PPO,U-maze,166,4.586,0,1,
32,01-04-2026 12:51,PPO,U-maze,90,4.523,0,1,
33,01-04-2026 12:51,PPO,U-maze,145,4.079,0,1,
34,01-04-2026 12:51,PPO,U-maze,126,4.116,0,1,
35,01-04-2026 12:51,PPO,U-maze,126,3.976,0,1,
36,01-04-2026 12:51,PPO,U-maze,97,3.712,0,1,
37,01-04-2026 12:51,PPO,U-maze,130,3.699,0,1,
38,01-04-2026 12:52,PPO,U-maze,113,3.805,0,1,
39,01-04-2026 12:52,PPO,U-maze,138,5.081,0,1,
40,01-04-2026 12:52,PPO,U-maze,147,4.284,0,1,
41,01-04-2026 12:52,PPO,U-maze,119,4.303,0,1,
42,01-04-2026 12:52,PPO,U-maze,139,4.198,0,1,
43,01-04-2026 12:52,PPO,U-maze,132,4.162,0,1,
44,01-04-2026 12:52,PPO,U-maze,137,4.352,0,1,
45,01-04-2026 12:52,PPO,U-maze,127,4.378,0,1,
46,01-04-2026 12:52,PPO,U-maze,136,4.371,0,1,
47,01-04-2026 12:52,PPO,U-maze,108,4.351,0,1,
48,01-04-2026 12:52,PPO,U-maze,125,4.286,0,1,
49,01-04-2026 12:52,PPO,U-maze,169,4.291,0,1,
50,01-04-2026 12:52,PPO,U-maze,123,4.281,0,1,
51,01-04-2026 12:52,PPO,U-maze,120,4.209,0,1,
52,01-04-2026 12:53,PPO,U-maze,120,4.364,0,1,
53,01-04-2026 12:53,PPO,U-maze,102,4.247,1,0,
54,01-04-2026 12:53,PPO,U-maze,134,4.323,0,1,
55,01-04-2026 12:53,PPO,U-maze,99,4.376,0,1,
56,01-04-2026 12:53,PPO,U-maze,184,4.176,0,1,
57,01-04-2026 12:53,PPO,U-maze,155,4.3,0,1,
58,01-04-2026 12:53,PPO,U-maze,137,4.244,0,1,
59,01-04-2026 12:53,PPO,U-maze,117,3.676,1,0,
60,01-04-2026 12:53,PPO,U-maze,125,4.081,0,1,
61,01-04-2026 12:53,PPO,U-maze,123,4.368,0,1,
62,01-04-2026 12:53,PPO,U-maze,137,4.396,0,1,
63,01-04-2026 12:53,PPO,U-maze,147,4.236,0,1,
64,01-04-2026 12:53,PPO,U-maze,118,4.301,0,1,
65,01-04-2026 12:53,PPO,U-maze,106,4.308,0,1,
66,01-04-2026 12:54,PPO,U-maze,126,3.831,0,1,
67,01-04-2026 12:54,PPO,U-maze,112,4.045,0,1,
68,01-04-2026 12:54,PPO,U-maze,124,3.597,0,1,
69,01-04-2026 12:54,PPO,U-maze,111,4.851,0,1,
70,01-04-2026 12:54,PPO,U-maze,111,3.011,0,1,
71,01-04-2026 12:54,PPO,U-maze,118,2.661,0,1,
72,01-04-2026 12:54,PPO,U-maze,98,2.875,0,1,
73,01-04-2026 12:54,PPO,U-maze,127,2.963,0,1,
74,01-04-2026 12:54,PPO,U-maze,123,3.826,0,1,
75,01-04-2026 12:54,PPO,U-maze,115,3.952,0,1,
76,01-04-2026 12:54,PPO,U-maze,116,4.456,0,1,
77,01-04-2026 12:54,PPO,U-maze,109,3.89,0,1,
78,01-04-2026 12:54,PPO,U-maze,125,3.61,0,1,
79,01-04-2026 12:54,PPO,U-maze,109,3.869,0,1,
80,01-04-2026 12:54,PPO,U-maze,117,4.267,0,1,
81,01-04-2026 12:54,PPO,U-maze,144,4.254,0,1,
82,01-04-2026 12:55,PPO,U-maze,121,4.283,0,1,
83,01-04-2026 12:55,PPO,U-maze,115,4.2,0,1,
84,01-04-2026 12:55,PPO,U-maze,131,4.04,0,1,
85,01-04-2026 12:55,PPO,U-maze,103,3.875,0,1,
86,01-04-2026 12:55,PPO,U-maze,123,4.082,0,1,
87,01-04-2026 12:55,PPO,U-maze,129,4.26,0,1,
88,01-04-2026 12:55,PPO,U-maze,134,3.96,0,1,
89,01-04-2026 12:55,PPO,U-maze,104,4.199,0,1,
90,01-04-2026 12:55,PPO,U-maze,111,3.706,0,1,
91,01-04-2026 12:55,PPO,U-maze,129,3.791,0,1,
92,01-04-2026 12:55,PPO,U-maze,138,3.604,0,1,
93,01-04-2026 12:55,PPO,U-maze,125,4.127,0,1,
94,01-04-2026 12:55,PPO,U-maze,123,3.381,0,1,
95,01-04-2026 12:55,PPO,U-maze,132,4.01,0,1,
96,01-04-2026 12:55,PPO,U-maze,126,3.966,0,1,
97,01-04-2026 12:56,PPO,U-maze,116,3.963,0,1,
98,01-04-2026 12:56,PPO,U-maze,151,3.361,0,1,
99,01-04-2026 12:56,PPO,U-maze,110,4.391,0,1,
100,01-04-2026 12:56,PPO,U-maze,122,4.411,0,1,
101,01-04-2026 12:56,PPO,U-maze,124,4.514,0,1,
102,01-04-2026 12:56,PPO,U-maze,140,4.421,0,1,
103,01-04-2026 12:56,PPO,U-maze,131,4.327,0,1,
104,01-04-2026 12:56,PPO,U-maze,122,4.375,0,1,
105,01-04-2026 12:56,PPO,U-maze,140,4.389,0,1,
106,01-04-2026 12:56,PPO,U-maze,122,4.29,0,1,
107,01-04-2026 12:56,PPO,U-maze,123,4.351,0,1,
108,01-04-2026 12:56,PPO,U-maze,106,4.448,0,1,
109,01-04-2026 12:56,PPO,U-maze,128,4.294,0,1,
110,01-04-2026 12:56,PPO,U-maze,124,4.443,0,1,
111,01-04-2026 12:57,PPO,U-maze,118,4.384,0,1,
112,01-04-2026 12:57,PPO,U-maze,157,4.41,0,1,
113,01-04-2026 12:57,PPO,U-maze,95,4.406,0,1,
114,01-04-2026 12:57,PPO,U-maze,199,4.478,0,1,
115,01-04-2026 12:57,PPO,U-maze,159,4.519,0,1,
116,01-04-2026 12:57,PPO,U-maze,116,3.893,0,1,
117,01-04-2026 12:57,PPO,U-maze,144,4.405,0,1,
