trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-03-31 00:52:12,PPO,U-maze,141,7.427,0,1,
2,2026-03-31 00:52:17,PPO,U-maze,153,5.404,0,1,
3,2026-03-31 00:52:20,PPO,U-maze,165,2.805,0,1,
4,2026-03-31 00:52:23,PPO,U-maze,164,2.823,0,1,
5,2026-03-31 00:52:26,PPO,U-maze,193,2.942,0,1,
6,2026-03-31 00:52:29,PPO,U-maze,133,2.868,0,1,
7,2026-03-31 00:52:32,PPO,U-maze,126,2.803,0,1,
8,2026-03-31 00:52:34,PPO,U-maze,252,2.861,0,1,
9,2026-03-31 00:52:37,PPO,U-maze,284,2.916,0,1,
10,2026-03-31 00:52:40,PPO,U-maze,250,2.86,0,1,
11,2026-03-31 00:52:43,PPO,U-maze,188,2.918,0,1,
12,2026-03-31 00:52:46,PPO,U-maze,174,2.838,0,1,
13,2026-03-31 00:52:49,PPO,U-maze,162,2.909,0,1,
14,2026-03-31 00:52:52,PPO,U-maze,170,2.772,0,1,
15,2026-03-31 00:52:55,PPO,U-maze,117,2.849,0,1,
16,2026-03-31 00:52:57,PPO,U-maze,135,2.868,0,1,
17,2026-03-31 00:53:00,PPO,U-maze,173,2.823,0,1,
18,2026-03-31 00:53:03,PPO,U-maze,112,2.863,0,1,
19,2026-03-31 00:53:06,PPO,U-maze,175,2.871,0,1,
20,2026-03-31 00:53:09,PPO,U-maze,111,2.904,0,1,
21,2026-03-31 00:53:12,PPO,U-maze,263,2.843,0,1,
22,2026-03-31 00:53:15,PPO,U-maze,145,2.762,0,1,
23,2026-03-31 00:53:17,PPO,U-maze,219,2.852,0,1,
24,2026-03-31 00:53:20,PPO,U-maze,174,2.887,0,1,
25,2026-03-31 00:53:23,PPO,U-maze,107,2.775,0,1,
26,2026-03-31 00:53:26,PPO,U-maze,160,2.857,0,1,
27,2026-03-31 00:53:29,PPO,U-maze,137,2.867,0,1,
28,2026-03-31 00:53:32,PPO,U-maze,136,2.844,0,1,
29,2026-03-31 00:53:34,PPO,U-maze,149,2.843,0,1,
30,2026-03-31 00:53:37,PPO,U-maze,117,2.851,0,1,
31,2026-03-31 00:53:40,PPO,U-maze,111,2.793,0,1,
32,2026-03-31 00:53:43,PPO,U-maze,123,2.884,0,1,
33,2026-03-31 00:53:46,PPO,U-maze,128,2.791,0,1,
34,2026-03-31 00:53:49,PPO,U-maze,147,2.923,0,1,
35,2026-03-31 00:53:52,PPO,U-maze,115,2.98,0,1,
36,2026-03-31 00:53:55,PPO,U-maze,212,2.816,0,1,
37,2026-03-31 00:53:57,PPO,U-maze,136,2.915,0,1,
38,2026-03-31 00:54:00,PPO,U-maze,100,2.819,0,1,
39,2026-03-31 00:54:03,PPO,U-maze,128,2.793,0,1,
40,2026-03-31 00:54:06,PPO,U-maze,139,2.952,0,1,
41,2026-03-31 00:54:09,PPO,U-maze,170,2.793,0,1,
42,2026-03-31 00:54:12,PPO,U-maze,234,2.807,0,1,
43,2026-03-31 00:54:14,PPO,U-maze,129,2.794,0,1,
44,2026-03-31 00:54:17,PPO,U-maze,132,2.891,0,1,
45,2026-03-31 00:54:20,PPO,U-maze,122,2.792,0,1,
46,2026-03-31 00:54:23,PPO,U-maze,146,2.725,0,1,
47,2026-03-31 00:54:26,PPO,U-maze,126,2.844,0,1,
48,2026-03-31 00:54:29,PPO,U-maze,159,2.955,0,1,
49,2026-03-31 00:54:32,PPO,U-maze,135,2.814,0,1,
50,2026-03-31 00:54:34,PPO,U-maze,138,2.859,0,1,
51,2026-03-31 00:54:37,PPO,U-maze,139,2.783,0,1,
52,2026-03-31 00:54:40,PPO,U-maze,131,2.91,0,1,
53,2026-03-31 00:54:43,PPO,U-maze,127,2.914,0,1,
54,2026-03-31 00:54:46,PPO,U-maze,101,2.976,0,1,
55,2026-03-31 00:54:49,PPO,U-maze,175,3.225,0,1,
56,2026-03-31 00:54:52,PPO,U-maze,120,3.128,0,1,
57,2026-03-31 00:54:56,PPO,U-maze,96,3.203,0,1,
58,2026-03-31 00:54:59,PPO,U-maze,129,3.008,0,1,
59,2026-03-31 00:55:02,PPO,U-maze,116,3.078,0,1,
60,2026-03-31 00:55:05,PPO,U-maze,120,2.864,0,1,
61,2026-03-31 00:55:07,PPO,U-maze,129,2.839,0,1,
62,2026-03-31 00:55:10,PPO,U-maze,105,2.75,0,1,
63,2026-03-31 00:55:13,PPO,U-maze,109,2.796,0,1,
64,2026-03-31 00:55:16,PPO,U-maze,126,2.834,0,1,
65,2026-03-31 00:55:19,PPO,U-maze,115,2.839,0,1,
66,2026-03-31 00:55:21,PPO,U-maze,146,2.771,0,1,
67,2026-03-31 00:55:24,PPO,U-maze,123,2.712,0,1,
68,2026-03-31 00:55:27,PPO,U-maze,116,2.772,0,1,
69,2026-03-31 00:55:30,PPO,U-maze,148,2.797,0,1,
70,2026-03-31 00:55:32,PPO,U-maze,190,2.756,0,1,
71,2026-03-31 00:55:35,PPO,U-maze,130,2.878,0,1,
72,2026-03-31 00:55:38,PPO,U-maze,161,2.865,0,1,
73,2026-03-31 00:55:41,PPO,U-maze,149,2.834,0,1,
74,2026-03-31 00:55:44,PPO,U-maze,126,2.814,0,1,
75,2026-03-31 00:55:47,PPO,U-maze,110,2.887,0,1,
76,2026-03-31 00:55:50,PPO,U-maze,164,2.88,0,1,
77,2026-03-31 00:55:52,PPO,U-maze,126,2.85,0,1,
78,2026-03-31 00:55:55,PPO,U-maze,114,2.843,0,1,
79,2026-03-31 00:55:59,PPO,U-maze,126,3.778,0,1,
