trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-04-03 11:41:31,Q-Learning,Z-maze,139,1.799,0,1,
2,2026-04-03 11:41:32,Q-Learning,Z-maze,146,1.713,0,1,
3,2026-04-03 11:41:34,Q-Learning,Z-maze,102,1.785,0,1,
4,2026-04-03 11:41:36,Q-Learning,Z-maze,152,1.732,0,1,
5,2026-04-03 11:41:38,Q-Learning,Z-maze,120,1.85,0,1,
6,2026-04-03 11:41:40,Q-Learning,Z-maze,140,1.899,0,1,
7,2026-04-03 11:41:42,Q-Learning,Z-maze,143,1.915,0,1,
8,2026-04-03 11:41:43,Q-Learning,Z-maze,117,1.982,0,1,
9,2026-04-03 11:41:45,Q-Learning,Z-maze,140,1.917,0,1,
10,2026-04-03 11:41:47,Q-Learning,Z-maze,121,2.016,0,1,
11,2026-04-03 11:41:49,Q-Learning,Z-maze,100,2.017,0,1,
12,2026-04-03 11:41:51,Q-Learning,Z-maze,96,1.885,0,1,
13,2026-04-03 11:41:53,Q-Learning,Z-maze,116,1.749,0,1,
14,2026-04-03 11:41:55,Q-Learning,Z-maze,157,1.702,0,1,
15,2026-04-03 11:41:57,Q-Learning,Z-maze,65,1.745,0,1,
16,2026-04-03 11:41:58,Q-Learning,Z-maze,128,1.733,0,1,
17,2026-04-03 11:42:00,Q-Learning,Z-maze,86,1.816,0,1,
18,2026-04-03 11:42:02,Q-Learning,Z-maze,96,1.766,0,1,
19,2026-04-03 11:42:04,Q-Learning,Z-maze,109,1.749,0,1,
20,2026-04-03 11:42:05,Q-Learning,Z-maze,96,1.8,0,1,
21,2026-04-03 11:42:07,Q-Learning,Z-maze,85,1.733,0,1,
22,2026-04-03 11:42:09,Q-Learning,Z-maze,109,1.804,0,1,
23,2026-04-03 11:42:11,Q-Learning,Z-maze,77,1.841,0,1,
24,2026-04-03 11:42:13,Q-Learning,Z-maze,105,1.767,0,1,
25,2026-04-03 11:42:14,Q-Learning,Z-maze,116,1.729,0,1,
26,2026-04-03 11:42:16,Q-Learning,Z-maze,84,1.796,0,1,
27,2026-04-03 11:42:18,Q-Learning,Z-maze,116,1.762,0,1,
28,2026-04-03 11:42:20,Q-Learning,Z-maze,68,1.845,0,1,
29,2026-04-03 11:42:21,Q-Learning,Z-maze,92,1.755,0,1,
30,2026-04-03 11:42:23,Q-Learning,Z-maze,74,1.843,0,1,
31,2026-04-03 11:42:25,Q-Learning,Z-maze,112,1.802,0,1,
32,2026-04-03 11:42:27,Q-Learning,Z-maze,84,1.865,0,1,
