episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-1356.123,168,0,1,500,0.9965,,0.602,
2,-942.123,117,0,1,500,0.993,,0.575,
3,-1282.791,159,0,1,500,0.9895,,0.556,
4,-1041.181,128,0,1,500,0.9861,,0.598,
5,-1232.3,152,0,1,500,0.9826,,0.567,
6,-952.504,119,0,1,500,0.9792,,0.583,
7,-933.066,116,0,1,500,0.9758,,0.633,
8,-721.479,89,0,1,500,0.9723,,0.583,
9,-833.071,104,0,1,500,0.9689,,0.583,
10,-835.395,102,0,1,500,0.9655,,0.6,
11,-827.325,105,0,1,500,0.9622,,0.583,
12,-732.029,92,0,1,500,0.9588,,0.6,
13,-711.072,87,0,1,500,0.9554,,0.666,
14,-1104.496,140,0,1,500,0.9521,,0.583,
15,-1042.137,131,0,1,500,0.9488,,0.6,
16,-649.553,81,0,1,500,0.9454,,0.625,
17,-724.685,90,0,1,500,0.9421,,0.59,
18,-934.411,117,0,1,500,0.9388,,0.596,
19,-570.807,71,0,1,500,0.9356,,0.6,
20,-869.67,110,0,1,500,0.9323,,0.603,
21,-747.612,95,0,1,500,0.929,,0.609,
22,-658.238,82,0,1,500,0.9258,,0.616,
23,-787.366,100,0,1,500,0.9225,,0.583,
24,-545.968,69,0,1,500,0.9193,,0.6,
25,-834.049,106,0,1,500,0.9161,,0.7,
26,-759.934,95,0,1,500,0.9129,,0.616,
27,-808.388,102,0,1,500,0.9097,,0.614,
28,-677.636,85,0,1,500,0.9065,,0.6,
29,-828.579,105,0,1,500,0.9033,,0.617,
30,-912.675,116,0,1,500,0.9002,,0.599,
31,-431.066,54,0,1,500,0.897,,0.65,
32,-729.084,92,0,1,500,0.8939,,0.599,
33,-758.298,96,0,1,500,0.8907,,0.624,
34,-671.579,85,0,1,500,0.8876,,0.621,
35,-690.739,88,0,1,500,0.8845,,0.614,
36,-724.081,92,0,1,500,0.8814,,0.598,
37,-713.359,94,0,1,500,0.8783,,0.583,
38,-866.119,110,0,1,500,0.8753,,0.597,
39,-522.32,66,0,1,500,0.8722,,0.615,
40,-899.805,114,0,1,500,0.8691,,0.583,
41,-612.906,78,0,1,500,0.8661,,0.6,
42,-711.61,91,0,1,500,0.8631,,0.617,
43,-728.014,93,0,1,500,0.8601,,0.605,
44,-554.715,69,0,1,500,0.857,,0.632,
45,-735.36,94,0,1,500,0.854,,0.601,
46,-790.4,101,0,1,500,0.8511,,0.58,
47,-765.593,98,0,1,500,0.8481,,0.6,
48,-703.226,90,0,1,500,0.8451,,0.583,
49,-756.042,96,0,1,500,0.8421,,0.604,
50,-781.516,99,0,1,500,0.8392,,0.596,
51,-734.999,93,0,1,500,0.8363,,0.617,
52,-660.552,84,0,1,500,0.8333,,0.634,
53,-695.485,89,0,1,500,0.8304,,0.562,
54,-689.409,88,0,1,500,0.8275,,0.584,
55,-581.826,74,0,1,500,0.8246,,0.633,
56,-596.261,76,0,1,500,0.8217,,0.583,
57,-613.24,78,0,1,500,0.8189,,0.585,
58,-603.396,76,0,1,500,0.816,,0.585,
59,-657.88,84,0,1,500,0.8131,,0.615,
60,-578.074,74,0,1,500,0.8103,,0.603,
61,-730.902,93,0,1,500,0.8074,,0.561,
62,-594.42,75,0,1,500,0.8046,,0.583,
63,-646.121,82,0,1,500,0.8018,,0.583,
64,-788.97,100,0,1,500,0.799,,0.583,
65,-584.008,75,0,1,500,0.7962,,0.583,
66,-569.478,73,0,1,500,0.7934,,0.616,
