trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,04-04-2026 15:46,Q-Learning,Z-maze,127,0.628,0,1,
2,04-04-2026 15:46,Q-Learning,Z-maze,138,0.743,0,1,
3,04-04-2026 15:46,Q-Learning,Z-maze,128,0.656,0,1,
4,04-04-2026 15:46,Q-Learning,Z-maze,116,0.791,0,1,
5,04-04-2026 15:46,Q-Learning,Z-maze,101,0.749,0,1,
6,04-04-2026 15:46,Q-Learning,Z-maze,94,0.794,0,1,
7,04-04-2026 15:46,Q-Learning,Z-maze,96,0.899,0,1,
8,04-04-2026 15:47,Q-Learning,Z-maze,102,0.883,0,1,
9,04-04-2026 15:47,Q-Learning,Z-maze,146,0.831,0,1,
10,04-04-2026 15:47,Q-Learning,Z-maze,62,1.048,0,1,
11,04-04-2026 15:47,Q-Learning,Z-maze,150,0.783,0,1,
12,04-04-2026 15:47,Q-Learning,Z-maze,79,0.733,0,1,
13,04-04-2026 15:47,Q-Learning,Z-maze,120,0.664,0,1,
14,04-04-2026 15:47,Q-Learning,Z-maze,79,0.7,0,1,
15,04-04-2026 15:47,Q-Learning,Z-maze,103,0.716,0,1,
16,04-04-2026 15:47,Q-Learning,Z-maze,103,0.9,0,1,
17,04-04-2026 15:47,Q-Learning,Z-maze,80,0.8,0,1,
18,04-04-2026 15:47,Q-Learning,Z-maze,58,0.833,0,1,
19,04-04-2026 15:47,Q-Learning,Z-maze,60,0.783,0,1,
20,04-04-2026 15:47,Q-Learning,Z-maze,77,0.867,0,1,
21,04-04-2026 15:47,Q-Learning,Z-maze,80,0.884,0,1,
22,04-04-2026 15:47,Q-Learning,Z-maze,109,0.962,0,1,
23,04-04-2026 15:47,Q-Learning,Z-maze,81,0.991,0,1,
24,04-04-2026 15:47,Q-Learning,Z-maze,109,0.884,0,1,
25,04-04-2026 15:47,Q-Learning,Z-maze,120,0.917,0,1,
26,04-04-2026 15:47,Q-Learning,Z-maze,107,0.922,0,1,
27,04-04-2026 15:47,Q-Learning,Z-maze,82,0.967,0,1,
28,04-04-2026 15:47,Q-Learning,Z-maze,56,1.017,0,1,
29,04-04-2026 15:47,Q-Learning,Z-maze,88,0.883,0,1,
30,04-04-2026 15:47,Q-Learning,Z-maze,73,0.92,0,1,
31,04-04-2026 15:47,Q-Learning,Z-maze,82,0.8,0,1,
32,04-04-2026 15:47,Q-Learning,Z-maze,87,0.85,0,1,
33,04-04-2026 15:47,Q-Learning,Z-maze,86,0.866,0,1,
34,04-04-2026 15:47,Q-Learning,Z-maze,89,0.817,0,1,
35,04-04-2026 15:47,Q-Learning,Z-maze,75,0.7,0,1,
36,04-04-2026 15:47,Q-Learning,Z-maze,106,0.7,0,1,
37,04-04-2026 15:47,Q-Learning,Z-maze,51,0.666,0,1,
38,04-04-2026 15:47,Q-Learning,Z-maze,115,0.683,0,1,
39,04-04-2026 15:47,Q-Learning,Z-maze,99,0.617,0,1,
40,04-04-2026 15:47,Q-Learning,Z-maze,74,0.65,0,1,
41,04-04-2026 15:47,Q-Learning,Z-maze,107,0.682,0,1,
42,04-04-2026 15:47,Q-Learning,Z-maze,56,0.674,0,1,
43,04-04-2026 15:47,Q-Learning,Z-maze,49,0.667,0,1,
44,04-04-2026 15:47,Q-Learning,Z-maze,83,0.633,0,1,
45,04-04-2026 15:47,Q-Learning,Z-maze,96,0.611,0,1,
46,04-04-2026 15:47,Q-Learning,Z-maze,83,0.65,0,1,
47,04-04-2026 15:47,Q-Learning,Z-maze,97,0.666,0,1,
48,04-04-2026 15:47,Q-Learning,Z-maze,66,0.684,0,1,
49,04-04-2026 15:47,Q-Learning,Z-maze,121,0.65,0,1,
50,04-04-2026 15:47,Q-Learning,Z-maze,96,0.666,0,1,
51,04-04-2026 15:47,Q-Learning,Z-maze,98,0.767,0,1,
52,04-04-2026 15:47,Q-Learning,Z-maze,82,0.749,0,1,
53,04-04-2026 15:47,Q-Learning,Z-maze,94,0.633,0,1,
54,04-04-2026 15:47,Q-Learning,Z-maze,94,0.644,0,1,
55,04-04-2026 15:47,Q-Learning,Z-maze,118,0.587,0,1,
56,04-04-2026 15:47,Q-Learning,Z-maze,88,0.617,0,1,
57,04-04-2026 15:47,Q-Learning,Z-maze,104,0.6,0,1,
58,04-04-2026 15:47,Q-Learning,Z-maze,90,0.6,0,1,
59,04-04-2026 15:47,Q-Learning,Z-maze,56,0.699,0,1,
60,04-04-2026 15:47,Q-Learning,Z-maze,94,0.667,0,1,
61,04-04-2026 15:47,Q-Learning,Z-maze,62,0.618,0,1,
62,04-04-2026 15:47,Q-Learning,Z-maze,71,0.699,0,1,
63,04-04-2026 15:47,Q-Learning,Z-maze,88,0.879,0,1,
64,04-04-2026 15:47,Q-Learning,Z-maze,84,0.65,0,1,
65,04-04-2026 15:47,Q-Learning,Z-maze,86,0.618,0,1,
66,04-04-2026 15:47,Q-Learning,Z-maze,87,0.612,0,1,
67,04-04-2026 15:47,Q-Learning,Z-maze,82,0.667,0,1,
68,04-04-2026 15:47,Q-Learning,Z-maze,87,0.65,0,1,
69,04-04-2026 15:47,Q-Learning,Z-maze,83,0.665,0,1,
70,04-04-2026 15:47,Q-Learning,Z-maze,98,0.6,0,1,
71,04-04-2026 15:47,Q-Learning,Z-maze,78,0.65,0,1,
72,04-04-2026 15:47,Q-Learning,Z-maze,71,0.6,0,1,
73,04-04-2026 15:47,Q-Learning,Z-maze,73,0.418,1,0,
74,04-04-2026 15:47,Q-Learning,Z-maze,77,0.65,0,1,
75,04-04-2026 15:47,Q-Learning,Z-maze,95,0.617,0,1,
76,04-04-2026 15:47,Q-Learning,Z-maze,110,0.621,0,1,
77,04-04-2026 15:47,Q-Learning,Z-maze,79,0.65,0,1,
78,04-04-2026 15:47,Q-Learning,Z-maze,95,0.65,0,1,
79,04-04-2026 15:47,Q-Learning,Z-maze,80,0.617,0,1,
80,04-04-2026 15:47,Q-Learning,Z-maze,90,0.633,0,1,
81,04-04-2026 15:47,Q-Learning,Z-maze,70,0.683,0,1,
82,04-04-2026 15:47,Q-Learning,Z-maze,81,0.633,0,1,
83,04-04-2026 15:47,Q-Learning,Z-maze,72,0.7,0,1,
84,04-04-2026 15:47,Q-Learning,Z-maze,72,0.6,0,1,
85,04-04-2026 15:47,Q-Learning,Z-maze,83,0.6,0,1,
86,04-04-2026 15:47,Q-Learning,Z-maze,84,0.617,0,1,
87,04-04-2026 15:47,Q-Learning,Z-maze,78,0.6,0,1,
88,04-04-2026 15:47,Q-Learning,Z-maze,83,0.65,0,1,
89,04-04-2026 15:47,Q-Learning,Z-maze,93,0.735,0,1,
90,04-04-2026 15:47,Q-Learning,Z-maze,103,0.649,0,1,
91,04-04-2026 15:48,Q-Learning,Z-maze,77,0.617,0,1,
92,04-04-2026 15:48,Q-Learning,Z-maze,59,0.517,1,0,
93,04-04-2026 15:48,Q-Learning,Z-maze,75,0.7,0,1,
94,04-04-2026 15:48,Q-Learning,Z-maze,67,0.633,0,1,
95,04-04-2026 15:48,Q-Learning,Z-maze,69,0.65,0,1,
