trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-04-03 12:35:15,Q-Learning,Z-maze,155,1.781,0,1,
2,2026-04-03 12:35:17,Q-Learning,Z-maze,126,1.898,0,1,
3,2026-04-03 12:35:19,Q-Learning,Z-maze,132,1.889,0,1,
4,2026-04-03 12:35:21,Q-Learning,Z-maze,124,2.002,0,1,
5,2026-04-03 12:35:24,Q-Learning,Z-maze,88,2.819,0,1,
6,2026-04-03 12:35:27,Q-Learning,Z-maze,133,2.715,0,1,
7,2026-04-03 12:35:29,Q-Learning,Z-maze,106,2.113,0,1,
8,2026-04-03 12:35:31,Q-Learning,Z-maze,104,2.01,0,1,
9,2026-04-03 12:35:33,Q-Learning,Z-maze,166,2.234,0,1,
10,2026-04-03 12:35:36,Q-Learning,Z-maze,68,2.447,0,1,
11,2026-04-03 12:35:38,Q-Learning,Z-maze,87,2.083,0,1,
12,2026-04-03 12:35:40,Q-Learning,Z-maze,102,2.118,0,1,
13,2026-04-03 12:35:42,Q-Learning,Z-maze,101,2.169,0,1,
14,2026-04-03 12:35:44,Q-Learning,Z-maze,90,2.213,0,1,
15,2026-04-03 12:35:46,Q-Learning,Z-maze,122,2.067,0,1,
16,2026-04-03 12:35:48,Q-Learning,Z-maze,86,2.219,0,1,
17,2026-04-03 12:35:50,Q-Learning,Z-maze,110,2.063,0,1,
18,2026-04-03 12:35:53,Q-Learning,Z-maze,73,2.1,0,1,
19,2026-04-03 12:35:55,Q-Learning,Z-maze,91,2.07,0,1,
20,2026-04-03 12:35:57,Q-Learning,Z-maze,114,2.151,0,1,
21,2026-04-03 12:35:59,Q-Learning,Z-maze,120,1.93,0,1,
22,2026-04-03 12:36:01,Q-Learning,Z-maze,105,2.01,0,1,
23,2026-04-03 12:36:03,Q-Learning,Z-maze,99,2.582,0,1,
24,2026-04-03 12:36:06,Q-Learning,Z-maze,93,2.341,0,1,
25,2026-04-03 12:36:08,Q-Learning,Z-maze,74,2.08,0,1,
26,2026-04-03 12:36:10,Q-Learning,Z-maze,116,2.053,0,1,
27,2026-04-03 12:36:12,Q-Learning,Z-maze,73,2.145,0,1,
28,2026-04-03 12:36:14,Q-Learning,Z-maze,63,2.239,0,1,
29,2026-04-03 12:36:16,Q-Learning,Z-maze,93,2.146,0,1,
30,2026-04-03 12:36:18,Q-Learning,Z-maze,68,2.11,0,1,
31,2026-04-03 12:36:21,Q-Learning,Z-maze,90,2.027,0,1,
32,2026-04-03 12:36:23,Q-Learning,Z-maze,96,2.066,0,1,
33,2026-04-03 12:36:25,Q-Learning,Z-maze,95,2.019,0,1,
34,2026-04-03 12:36:27,Q-Learning,Z-maze,65,2.123,0,1,
35,2026-04-03 12:36:29,Q-Learning,Z-maze,121,2.073,0,1,
36,2026-04-03 12:36:31,Q-Learning,Z-maze,108,2.0,0,1,
37,2026-04-03 12:36:33,Q-Learning,Z-maze,76,2.054,0,1,
38,2026-04-03 12:36:35,Q-Learning,Z-maze,92,2.023,0,1,
39,2026-04-03 12:36:37,Q-Learning,Z-maze,88,2.09,0,1,
40,2026-04-03 12:36:39,Q-Learning,Z-maze,49,2.115,0,1,
41,2026-04-03 12:36:41,Q-Learning,Z-maze,107,2.0,0,1,
42,2026-04-03 12:36:43,Q-Learning,Z-maze,79,2.082,0,1,
43,2026-04-03 12:36:45,Q-Learning,Z-maze,63,2.089,0,1,
44,2026-04-03 12:36:47,Q-Learning,Z-maze,92,1.989,0,1,
45,2026-04-03 12:36:49,Q-Learning,Z-maze,108,2.034,0,1,
46,2026-04-03 12:36:51,Q-Learning,Z-maze,76,2.014,0,1,
47,2026-04-03 12:36:53,Q-Learning,Z-maze,62,2.12,0,1,
48,2026-04-03 12:36:56,Q-Learning,Z-maze,87,2.121,0,1,
49,2026-04-03 12:36:58,Q-Learning,Z-maze,73,2.104,0,1,
50,2026-04-03 12:37:00,Q-Learning,Z-maze,92,2.108,0,1,
51,2026-04-03 12:37:02,Q-Learning,Z-maze,108,2.07,0,1,
52,2026-04-03 12:37:04,Q-Learning,Z-maze,90,2.077,0,1,
53,2026-04-03 12:37:06,Q-Learning,Z-maze,67,2.216,0,1,
54,2026-04-03 12:37:08,Q-Learning,Z-maze,96,2.051,0,1,
55,2026-04-03 12:37:10,Q-Learning,Z-maze,100,2.087,0,1,
56,2026-04-03 12:37:13,Q-Learning,Z-maze,125,2.218,0,1,
57,2026-04-03 12:37:15,Q-Learning,Z-maze,75,2.234,0,1,
58,2026-04-03 12:37:17,Q-Learning,Z-maze,92,2.151,0,1,
59,2026-04-03 12:37:19,Q-Learning,Z-maze,92,2.108,0,1,
60,2026-04-03 12:37:21,Q-Learning,Z-maze,70,2.14,0,1,
61,2026-04-03 12:37:23,Q-Learning,Z-maze,92,2.039,0,1,
62,2026-04-03 12:37:25,Q-Learning,Z-maze,85,2.1,0,1,
63,2026-04-03 12:37:28,Q-Learning,Z-maze,85,2.191,0,1,
64,2026-04-03 12:37:30,Q-Learning,Z-maze,78,2.118,0,1,
65,2026-04-03 12:37:32,Q-Learning,Z-maze,60,2.128,0,1,
66,2026-04-03 12:37:34,Q-Learning,Z-maze,84,2.129,0,1,
67,2026-04-03 12:37:36,Q-Learning,Z-maze,68,2.197,0,1,
68,2026-04-03 12:37:38,Q-Learning,Z-maze,60,2.123,0,1,
69,2026-04-03 12:37:40,Q-Learning,Z-maze,90,2.135,0,1,
70,2026-04-03 12:37:43,Q-Learning,Z-maze,67,2.173,0,1,
71,2026-04-03 12:37:45,Q-Learning,Z-maze,70,2.04,0,1,
72,2026-04-03 12:37:47,Q-Learning,Z-maze,62,2.27,0,1,
73,2026-04-03 12:37:49,Q-Learning,Z-maze,60,2.233,0,1,
