trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-03-30 00:15:00,Q-Learning,U-maze,115,1.126,0,1,
2,2026-03-30 00:15:02,Q-Learning,U-maze,130,1.122,0,1,
3,2026-03-30 00:15:03,Q-Learning,U-maze,135,1.05,0,1,
4,2026-03-30 00:15:04,Q-Learning,U-maze,110,1.13,0,1,
5,2026-03-30 00:15:05,Q-Learning,U-maze,127,1.154,0,1,
6,2026-03-30 00:15:06,Q-Learning,U-maze,116,1.052,0,1,
7,2026-03-30 00:15:07,Q-Learning,U-maze,178,1.062,0,1,
8,2026-03-30 00:15:08,Q-Learning,U-maze,148,1.044,0,1,
9,2026-03-30 00:15:09,Q-Learning,U-maze,148,1.053,0,1,
10,2026-03-30 00:15:10,Q-Learning,U-maze,137,1.054,0,1,
11,2026-03-30 00:15:11,Q-Learning,U-maze,114,1.042,0,1,
12,2026-03-30 00:15:12,Q-Learning,U-maze,162,1.085,0,1,
13,2026-03-30 00:15:13,Q-Learning,U-maze,98,1.047,0,1,
14,2026-03-30 00:15:14,Q-Learning,U-maze,124,1.11,0,1,
15,2026-03-30 00:15:16,Q-Learning,U-maze,136,1.061,0,1,
16,2026-03-30 00:15:17,Q-Learning,U-maze,144,1.053,0,1,
17,2026-03-30 00:15:18,Q-Learning,U-maze,139,1.067,0,1,
18,2026-03-30 00:15:19,Q-Learning,U-maze,146,1.069,0,1,
19,2026-03-30 00:15:20,Q-Learning,U-maze,121,1.087,0,1,
20,2026-03-30 00:15:21,Q-Learning,U-maze,121,1.062,0,1,
21,2026-03-30 00:15:22,Q-Learning,U-maze,139,1.062,0,1,
22,2026-03-30 00:15:23,Q-Learning,U-maze,125,1.079,0,1,
23,2026-03-30 00:15:24,Q-Learning,U-maze,118,1.1,0,1,
24,2026-03-30 00:15:25,Q-Learning,U-maze,102,1.055,0,1,
25,2026-03-30 00:15:26,Q-Learning,U-maze,150,1.06,0,1,
26,2026-03-30 00:15:27,Q-Learning,U-maze,106,1.047,0,1,
27,2026-03-30 00:15:28,Q-Learning,U-maze,122,1.065,0,1,
28,2026-03-30 00:15:29,Q-Learning,U-maze,129,1.065,0,1,
29,2026-03-30 00:15:30,Q-Learning,U-maze,111,0.9,1,0,
30,2026-03-30 00:15:31,Q-Learning,U-maze,107,1.033,0,1,
31,2026-03-30 00:15:32,Q-Learning,U-maze,121,1.052,0,1,
32,2026-03-30 00:15:34,Q-Learning,U-maze,128,1.104,0,1,
33,2026-03-30 00:15:35,Q-Learning,U-maze,117,1.06,0,1,
34,2026-03-30 00:15:36,Q-Learning,U-maze,102,1.047,0,1,
35,2026-03-30 00:15:37,Q-Learning,U-maze,122,1.067,0,1,
36,2026-03-30 00:15:38,Q-Learning,U-maze,113,1.084,0,1,
37,2026-03-30 00:15:39,Q-Learning,U-maze,129,1.05,0,1,
38,2026-03-30 00:15:40,Q-Learning,U-maze,98,1.05,0,1,
39,2026-03-30 00:15:41,Q-Learning,U-maze,69,0.567,1,0,
40,2026-03-30 00:15:42,Q-Learning,U-maze,118,1.049,0,1,
41,2026-03-30 00:15:43,Q-Learning,U-maze,121,1.067,0,1,
42,2026-03-30 00:15:44,Q-Learning,U-maze,119,1.1,0,1,
43,2026-03-30 00:15:45,Q-Learning,U-maze,85,0.819,1,0,
44,2026-03-30 00:15:46,Q-Learning,U-maze,103,1.05,0,1,
45,2026-03-30 00:15:47,Q-Learning,U-maze,114,1.083,0,1,
46,2026-03-30 00:15:48,Q-Learning,U-maze,83,0.8,1,0,
47,2026-03-30 00:15:49,Q-Learning,U-maze,110,1.074,0,1,
48,2026-03-30 00:15:50,Q-Learning,U-maze,106,1.072,0,1,
49,2026-03-30 00:15:51,Q-Learning,U-maze,92,1.068,0,1,
50,2026-03-30 00:15:52,Q-Learning,U-maze,112,1.072,0,1,
51,2026-03-30 00:15:53,Q-Learning,U-maze,99,1.077,0,1,
52,2026-03-30 00:15:54,Q-Learning,U-maze,104,1.152,0,1,
53,2026-03-30 00:15:55,Q-Learning,U-maze,97,1.06,0,1,
54,2026-03-30 00:15:56,Q-Learning,U-maze,70,0.704,1,0,
55,2026-03-30 00:15:57,Q-Learning,U-maze,137,1.037,0,1,
56,2026-03-30 00:15:58,Q-Learning,U-maze,78,0.7,1,0,
57,2026-03-30 00:15:59,Q-Learning,U-maze,113,1.045,0,1,
58,2026-03-30 00:16:00,Q-Learning,U-maze,99,1.07,0,1,
59,2026-03-30 00:16:01,Q-Learning,U-maze,123,1.049,0,1,
60,2026-03-30 00:16:02,Q-Learning,U-maze,111,1.06,0,1,
61,2026-03-30 00:16:03,Q-Learning,U-maze,93,1.037,0,1,
62,2026-03-30 00:16:03,Q-Learning,U-maze,43,0.488,1,0,
63,2026-03-30 00:16:04,Q-Learning,U-maze,90,1.086,0,1,
64,2026-03-30 00:16:05,Q-Learning,U-maze,117,1.061,0,1,
65,2026-03-30 00:16:07,Q-Learning,U-maze,108,1.041,0,1,
66,2026-03-30 00:16:08,Q-Learning,U-maze,85,1.057,0,1,
67,2026-03-30 00:16:09,Q-Learning,U-maze,93,1.06,0,1,
68,2026-03-30 00:16:10,Q-Learning,U-maze,98,1.062,0,1,
69,2026-03-30 00:16:11,Q-Learning,U-maze,111,1.059,0,1,
70,2026-03-30 00:16:12,Q-Learning,U-maze,106,1.041,0,1,
71,2026-03-30 00:16:13,Q-Learning,U-maze,83,0.869,1,0,
72,2026-03-30 00:16:14,Q-Learning,U-maze,92,1.075,0,1,
73,2026-03-30 00:16:15,Q-Learning,U-maze,99,1.055,0,1,
74,2026-03-30 00:16:16,Q-Learning,U-maze,103,1.057,0,1,
75,2026-03-30 00:16:16,Q-Learning,U-maze,39,0.483,1,0,
76,2026-03-30 00:16:17,Q-Learning,U-maze,130,1.056,0,1,
77,2026-03-30 00:16:19,Q-Learning,U-maze,121,1.067,0,1,
78,2026-03-30 00:16:20,Q-Learning,U-maze,83,1.038,0,1,
79,2026-03-30 00:16:21,Q-Learning,U-maze,89,1.05,0,1,
80,2026-03-30 00:16:22,Q-Learning,U-maze,111,1.049,0,1,
81,2026-03-30 00:16:23,Q-Learning,U-maze,105,1.04,0,1,
82,2026-03-30 00:16:24,Q-Learning,U-maze,102,1.101,0,1,
83,2026-03-30 00:16:25,Q-Learning,U-maze,76,1.066,0,1,
84,2026-03-30 00:16:26,Q-Learning,U-maze,116,1.081,0,1,
85,2026-03-30 00:16:27,Q-Learning,U-maze,90,1.071,0,1,
86,2026-03-30 00:16:28,Q-Learning,U-maze,96,1.077,0,1,
87,2026-03-30 00:16:29,Q-Learning,U-maze,50,0.5,1,0,
88,2026-03-30 00:16:29,Q-Learning,U-maze,70,0.695,1,0,
89,2026-03-30 00:16:30,Q-Learning,U-maze,44,0.454,1,0,
90,2026-03-30 00:16:30,Q-Learning,U-maze,43,0.508,1,0,
91,2026-03-30 00:16:31,Q-Learning,U-maze,43,0.367,1,0,
92,2026-03-30 00:16:31,Q-Learning,U-maze,59,0.498,1,0,
93,2026-03-30 00:16:32,Q-Learning,U-maze,40,0.398,1,0,
94,2026-03-30 00:16:32,Q-Learning,U-maze,42,0.406,1,0,
95,2026-03-30 00:16:32,Q-Learning,U-maze,54,0.409,1,0,
96,2026-03-30 00:16:33,Q-Learning,U-maze,48,0.471,1,0,
97,2026-03-30 00:16:33,Q-Learning,U-maze,63,0.582,1,0,
98,2026-03-30 00:16:34,Q-Learning,U-maze,45,0.522,1,0,
99,2026-03-30 00:16:34,Q-Learning,U-maze,20,0.231,1,0,
100,2026-03-30 00:16:34,Q-Learning,U-maze,37,0.332,1,0,
101,2026-03-30 00:16:36,Q-Learning,U-maze,106,1.022,1,0,
102,2026-03-30 00:16:36,Q-Learning,U-maze,36,0.438,1,0,
103,2026-03-30 00:16:37,Q-Learning,U-maze,64,0.6,1,0,
104,2026-03-30 00:16:37,Q-Learning,U-maze,46,0.334,1,0,
105,2026-03-30 00:16:37,Q-Learning,U-maze,19,0.283,1,0,
106,2026-03-30 00:16:38,Q-Learning,U-maze,37,0.346,1,0,
107,2026-03-30 00:16:38,Q-Learning,U-maze,50,0.511,1,0,
108,2026-03-30 00:16:38,Q-Learning,U-maze,29,0.317,1,0,
109,2026-03-30 00:16:39,Q-Learning,U-maze,40,0.334,1,0,
110,2026-03-30 00:16:39,Q-Learning,U-maze,34,0.399,1,0,
111,2026-03-30 00:16:39,Q-Learning,U-maze,45,0.35,1,0,
112,2026-03-30 00:16:40,Q-Learning,U-maze,39,0.363,1,0,
113,2026-03-30 00:16:40,Q-Learning,U-maze,46,0.377,1,0,
114,2026-03-30 00:16:41,Q-Learning,U-maze,29,0.288,1,0,
