episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-1224.394,151,0,1,500,0.9965,,1.236,
2,-1122.245,138,0,1,500,0.993,,1.23,
3,-1128.693,139,0,1,500,0.9895,,1.233,
4,-1123.449,139,0,1,500,0.9861,,1.201,
5,-1059.372,130,0,1,500,0.9826,,1.199,
6,-971.323,119,0,1,500,0.9792,,1.183,
7,-1119.588,139,0,1,500,0.9758,,1.2,
8,-925.937,113,0,1,500,0.9723,,1.183,
9,-1056.972,130,0,1,500,0.9689,,1.216,
10,-888.237,113,0,1,500,0.9655,,1.2,
11,-1030.362,126,0,1,500,0.9622,,1.2,
12,-977.373,120,0,1,500,0.9588,,1.227,
13,-961.495,118,0,1,500,0.9554,,1.185,
14,-1103.632,139,0,1,500,0.9521,,1.214,
15,-897.765,114,0,1,500,0.9488,,1.2,
16,-1033.473,129,0,1,500,0.9454,,1.2,
17,-1008.092,125,0,1,500,0.9421,,1.233,
18,-1115.17,137,0,1,500,0.9388,,1.215,
19,-1019.376,128,0,1,500,0.9356,,1.2,
20,-915.985,112,0,1,500,0.9323,,1.218,
21,-1009.193,124,0,1,500,0.929,,1.215,
22,-337.678,108,1,0,496,0.9258,1.184,1.184,
23,-454.954,123,1,0,448,0.9225,1.1,1.1,
24,-971.58,119,0,1,500,0.9193,,1.184,
25,-1022.633,127,0,1,500,0.9161,,1.217,
26,-861.128,108,0,1,500,0.9129,,1.201,
27,-953.665,119,0,1,500,0.9097,,1.216,
28,-955.392,117,0,1,500,0.9065,,1.202,
29,-1045.77,128,0,1,500,0.9033,,1.199,
30,-930.512,114,0,1,500,0.9002,,1.2,
31,-85.692,77,1,0,377,0.897,0.9,0.9,
32,-861.508,105,0,1,500,0.8939,,1.217,
33,-1090.369,134,0,1,500,0.8907,,1.202,
34,-959.044,123,0,1,500,0.8876,,1.222,
35,-1028.834,126,0,1,500,0.8845,,1.208,
36,-768.955,97,0,1,500,0.8814,,1.2,
37,-880.163,112,0,1,500,0.8783,,1.281,
38,-998.928,125,0,1,500,0.8753,,1.183,
39,-925.474,116,0,1,500,0.8722,,1.183,
40,-844.419,106,0,1,500,0.8691,,1.199,
41,-990.163,121,0,1,500,0.8661,,1.216,
42,-937.759,115,0,1,500,0.8631,,1.167,
43,-802.454,98,0,1,500,0.8601,,1.166,
44,-67.694,75,1,0,333,0.857,0.784,0.784,
45,-929.719,114,0,1,500,0.854,,1.217,
46,-756.468,96,0,1,500,0.8511,,1.186,
47,-862.799,105,0,1,500,0.8481,,1.201,
48,-792.151,96,0,1,500,0.8451,,1.167,
49,-889.872,109,0,1,500,0.8421,,1.183,
50,-1067.962,131,0,1,500,0.8392,,1.2,
51,-126.162,82,1,0,396,0.8363,0.966,0.966,
52,-611.631,78,0,1,500,0.8333,,1.2,
53,-718.83,87,0,1,500,0.8304,,1.184,
54,-834.224,102,0,1,500,0.8275,,1.214,
55,94.43,55,1,0,266,0.8246,0.633,0.633,
56,-955.251,117,0,1,500,0.8217,,1.169,
57,-865.993,106,0,1,500,0.8189,,1.2,
58,-907.48,111,0,1,500,0.816,,1.2,
59,-782.728,99,0,1,500,0.8131,,1.2,
60,-828.035,101,0,1,500,0.8103,,1.219,
61,-778.739,95,0,1,500,0.8074,,1.185,
