episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-1136.614,142,0,1,500,0.9965,,1.268,
2,-1153.026,141,0,1,500,0.993,,1.211,
3,-960.61,121,0,1,500,0.9895,,1.334,
4,-998.198,122,0,1,500,0.9861,,1.251,
5,-1161.992,143,0,1,500,0.9826,,1.233,
6,-1014.117,125,0,1,500,0.9792,,1.234,
7,-944.316,117,0,1,500,0.9758,,1.279,
8,-1207.967,149,0,1,500,0.9723,,1.281,
9,-923.869,113,0,1,500,0.9689,,1.183,
10,-1142.221,143,0,1,500,0.9655,,1.183,
11,-960.961,121,0,1,500,0.9622,,1.179,
12,-1096.542,135,0,1,500,0.9588,,1.199,
13,-1116.066,138,0,1,500,0.9554,,1.2,
14,-1108.046,136,0,1,500,0.9521,,1.184,
15,-1242.406,153,0,1,500,0.9488,,1.251,
16,-929.567,118,0,1,500,0.9454,,1.2,
17,-990.112,121,0,1,500,0.9421,,1.183,
18,-838.18,102,0,1,500,0.9388,,1.2,
19,-1000.898,126,0,1,500,0.9356,,1.201,
20,-973.203,119,0,1,500,0.9323,,1.182,
21,-1266.872,156,0,1,500,0.929,,1.217,
22,-949.021,116,0,1,500,0.9258,,1.216,
23,-1160.371,143,0,1,500,0.9225,,1.2,
24,-1124.314,138,0,1,500,0.9193,,1.251,
25,-932.752,114,0,1,500,0.9161,,1.202,
26,-804.776,101,0,1,500,0.9129,,1.184,
27,-917.243,112,0,1,500,0.9097,,1.2,
28,-909.529,114,0,1,500,0.9065,,1.192,
29,-979.191,120,0,1,500,0.9033,,1.208,
30,-847.427,103,0,1,500,0.9002,,1.2,
31,-947.297,116,0,1,500,0.897,,1.215,
32,-965.72,120,0,1,500,0.8939,,1.25,
33,-911.343,117,0,1,500,0.8907,,1.184,
34,-798.947,97,0,1,500,0.8876,,1.199,
35,-787.227,99,0,1,500,0.8845,,1.184,
36,-779.271,95,0,1,500,0.8814,,1.216,
37,-923.826,113,0,1,500,0.8783,,1.199,
38,-839.818,104,0,1,500,0.8753,,1.167,
39,-912.03,111,0,1,500,0.8722,,1.183,
40,-751.319,94,0,1,500,0.8691,,1.266,
41,-961.629,118,0,1,500,0.8661,,1.233,
42,-996.957,122,0,1,500,0.8631,,1.217,
43,-825.176,103,0,1,500,0.8601,,1.216,
44,-853.642,104,0,1,500,0.857,,1.183,
45,-915.453,112,0,1,500,0.854,,1.2,
46,-733.302,89,0,1,500,0.8511,,1.217,
47,-663.085,83,0,1,500,0.8481,,1.192,
48,-874.134,107,0,1,500,0.8451,,1.291,
49,-817.023,101,0,1,500,0.8421,,1.218,
50,-5.062,67,1,0,352,0.8392,0.814,0.814,
51,-909.997,111,0,1,500,0.8363,,1.185,
52,-869.435,110,0,1,500,0.8333,,1.183,
53,-989.303,121,0,1,500,0.8304,,1.182,
54,-893.301,109,0,1,500,0.8275,,1.195,
55,-1041.051,128,0,1,500,0.8246,,1.185,
56,-785.46,99,0,1,500,0.8217,,1.167,
57,-878.714,107,0,1,500,0.8189,,1.25,
58,-1024.99,126,0,1,500,0.816,,1.217,
59,-902.774,110,0,1,500,0.8131,,1.203,
60,-945.705,116,0,1,500,0.8103,,1.197,
61,-756.507,92,0,1,500,0.8074,,1.201,
62,-158.342,86,1,0,399,0.8046,0.961,0.961,
63,-215.44,93,1,0,428,0.8018,1.002,1.002,
64,-925.141,113,0,1,500,0.799,,1.223,
65,-794.5,97,0,1,500,0.7962,,1.209,
66,-963.823,118,0,1,500,0.7934,,1.25,
