episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-817.868,100,0,1,500,0.9965,,1.251,
2,-885.505,108,0,1,500,0.993,,1.234,
3,-1303.504,161,0,1,500,0.9895,,1.268,
4,-1232.465,151,0,1,500,0.9861,,1.266,
5,-1012.771,125,0,1,500,0.9826,,1.233,
6,-1209.572,149,0,1,500,0.9792,,1.268,
7,-1042.854,128,0,1,500,0.9758,,1.248,
8,-788.885,97,0,1,500,0.9723,,1.217,
9,-942.33,115,0,1,500,0.9689,,1.266,
10,-984.602,120,0,1,500,0.9655,,1.233,
11,-1255.535,155,0,1,500,0.9622,,1.231,
12,-1111.982,136,0,1,500,0.9588,,1.235,
13,-1072.605,132,0,1,500,0.9554,,1.234,
14,-903.394,114,0,1,500,0.9521,,1.253,
15,-1202.998,148,0,1,500,0.9488,,1.266,
16,-901.464,110,0,1,500,0.9454,,1.216,
17,-1100.072,135,0,1,500,0.9421,,1.233,
18,-923.13,113,0,1,500,0.9388,,1.281,
19,-804.792,98,0,1,500,0.9356,,1.217,
20,-1145.84,143,0,1,500,0.9323,,1.217,
21,-908.132,111,0,1,500,0.929,,1.264,
22,-446.252,122,1,0,435,0.9258,1.1,1.1,
23,-976.308,123,0,1,500,0.9225,,1.266,
24,-937.22,115,0,1,500,0.9193,,1.217,
25,-810.833,102,0,1,500,0.9161,,1.201,
26,-1128.465,139,0,1,500,0.9129,,1.2,
27,-1072.822,132,0,1,500,0.9097,,1.233,
28,-1028.269,126,0,1,500,0.9065,,1.241,
29,-908.106,111,0,1,500,0.9033,,1.244,
30,-933.239,114,0,1,500,0.9002,,1.2,
31,-950.496,116,0,1,500,0.897,,1.267,
32,-908.576,113,0,1,500,0.8939,,1.233,
33,-873.969,107,0,1,500,0.8907,,1.216,
34,-1049.078,129,0,1,500,0.8876,,1.267,
35,-929.628,114,0,1,500,0.8845,,1.233,
36,-141.48,84,1,0,381,0.8814,0.915,0.915,
37,-1027.746,126,0,1,500,0.8783,,1.225,
38,-1136.272,140,0,1,500,0.8753,,1.239,
39,-955.354,117,0,1,500,0.8722,,1.266,
40,-929.557,114,0,1,500,0.8691,,1.217,
41,-832.661,105,0,1,500,0.8661,,1.202,
42,-907.66,111,0,1,500,0.8631,,1.232,
43,-964.891,118,0,1,500,0.8601,,1.217,
44,-1026.629,126,0,1,500,0.857,,1.234,
45,-966.324,118,0,1,500,0.854,,1.216,
46,-866.021,106,0,1,500,0.8511,,1.218,
47,-924.715,113,0,1,500,0.8481,,1.25,
48,-900.284,110,0,1,500,0.8451,,1.25,
49,-861.787,105,0,1,500,0.8421,,1.234,
50,-885.581,109,0,1,500,0.8392,,1.232,
51,-786.491,96,0,1,500,0.8363,,1.219,
52,-675.744,83,0,1,500,0.8333,,1.231,
53,-827.695,104,0,1,500,0.8304,,1.217,
54,-805.92,98,0,1,500,0.8275,,1.233,
55,-803.22,98,0,1,500,0.8246,,1.25,
56,-867.99,106,0,1,500,0.8217,,1.249,
57,-905.732,111,0,1,500,0.8189,,1.236,
58,-1059.221,130,0,1,500,0.816,,1.313,
59,-682.876,86,0,1,500,0.8131,,1.2,
60,-931.433,114,0,1,500,0.8103,,1.216,
61,-994.932,122,0,1,500,0.8074,,1.25,
62,-602.657,76,0,1,500,0.8046,,1.215,
63,-185.104,89,1,0,462,0.8018,1.1,1.1,
64,-321.592,106,1,0,493,0.799,1.217,1.217,
65,-239.463,96,1,0,436,0.7962,1.05,1.05,
66,-913.765,112,0,1,500,0.7934,,1.2,
67,-822.847,103,0,1,500,0.7906,,1.208,
68,71.321,58,1,0,252,0.7879,0.606,0.606,
69,-310.695,105,1,0,428,0.7851,1.05,1.05,
70,131.707,50,1,0,319,0.7824,0.784,0.784,
71,-10.713,68,1,0,307,0.7796,0.733,0.733,
72,160.458,47,1,0,217,0.7769,0.534,0.534,
73,-67.779,75,1,0,333,0.7742,0.801,0.801,
74,103.403,54,1,0,246,0.7715,0.6,0.6,
75,166.623,46,1,0,255,0.7688,0.65,0.65,
76,-780.294,97,0,1,500,0.7661,,1.216,
77,-699.929,90,0,1,500,0.7634,,1.202,
78,-96.912,78,1,0,445,0.7607,1.073,1.073,
79,-257.499,98,1,0,483,0.7581,1.177,1.177,
80,-654.907,80,0,1,500,0.7554,,1.217,
81,16.091,65,1,0,243,0.7528,0.6,0.6,
82,79.841,57,1,0,239,0.7501,0.584,0.584,
83,7.076,66,1,0,264,0.7475,0.65,0.65,
84,184.494,44,1,0,212,0.7449,0.518,0.518,
85,103.488,54,1,0,242,0.7423,0.584,0.584,
86,143.181,49,1,0,245,0.7397,0.617,0.617,
87,-156.597,86,1,0,362,0.7371,0.915,0.915,
88,258.218,35,1,0,166,0.7345,0.4,0.4,
89,331.883,26,1,0,121,0.7319,0.285,0.285,
90,217.266,40,1,0,190,0.7294,0.467,0.467,
91,58.914,59,1,0,346,0.7268,0.851,0.851,
92,144.772,49,1,0,211,0.7243,0.515,0.515,
93,235.742,38,1,0,137,0.7218,0.317,0.317,
94,78.715,57,1,0,261,0.7192,0.636,0.636,
95,217.994,40,1,0,175,0.7167,0.429,0.429,
96,208.357,41,1,0,211,0.7142,0.516,0.516,
97,314.903,28,1,0,144,0.7117,0.358,0.358,
98,249.209,36,1,0,188,0.7092,0.452,0.452,
99,403.82,17,1,0,112,0.7067,0.283,0.284,
100,338.732,25,1,0,146,0.7043,0.367,0.367,
101,97.149,55,1,0,209,0.7018,0.517,0.517,
102,201.144,42,1,0,197,0.6993,0.651,0.651,
103,330.593,26,1,0,148,0.6969,0.551,0.551,
104,329.679,26,1,0,169,0.6944,0.586,0.586,
105,234.077,38,1,0,171,0.692,0.529,0.529,
106,199.25,42,1,0,235,0.6896,0.6,0.6,
107,247.579,36,1,0,225,0.6872,0.551,0.551,
108,274.34,33,1,0,160,0.6848,0.383,0.383,
109,248.079,36,1,0,212,0.6824,0.516,0.516,
110,339.085,25,1,0,138,0.68,0.333,0.333,
111,233.623,38,1,0,181,0.6776,0.45,0.45,
112,235.239,38,1,0,146,0.6752,0.349,0.349,
113,299.76,30,1,0,129,0.6729,0.332,0.332,
114,315.365,28,1,0,135,0.6705,0.333,0.333,
115,371.12,21,1,0,132,0.6682,0.317,0.317,
116,210.652,41,1,0,164,0.6658,0.4,0.4,
117,325.077,27,1,0,99,0.6635,0.25,0.25,
118,192.943,43,1,0,201,0.6612,0.483,0.483,
119,250.663,36,1,0,157,0.6589,0.367,0.367,
120,354.23,23,1,0,154,0.6566,0.4,0.4,
121,282.568,32,1,0,154,0.6543,0.367,0.367,
122,306.387,29,1,0,155,0.652,0.384,0.384,
123,307.028,29,1,0,143,0.6497,0.35,0.35,
124,160.028,47,1,0,224,0.6474,0.567,0.567,
125,306.335,29,1,0,158,0.6452,0.384,0.384,
126,251.524,36,1,0,139,0.6429,0.333,0.333,
127,379.951,20,1,0,115,0.6406,0.301,0.301,
128,339.923,25,1,0,120,0.6384,0.299,0.299,
129,259.172,35,1,0,145,0.6362,0.383,0.383,
130,267.264,34,1,0,142,0.6339,0.367,0.367,
131,267.772,34,1,0,133,0.6317,0.32,0.32,
132,331.294,26,1,0,133,0.6295,0.335,0.335,
133,355.24,23,1,0,133,0.6273,0.333,0.333,
134,403.336,17,1,0,124,0.6251,0.301,0.301,
135,250.601,36,1,0,159,0.6229,0.383,0.383,
136,315.819,28,1,0,125,0.6207,0.316,0.316,
137,299.882,30,1,0,125,0.6186,0.317,0.317,
138,387.497,19,1,0,123,0.6164,0.3,0.3,
139,299.269,30,1,0,138,0.6142,0.325,0.325,
140,331.812,26,1,0,124,0.6121,0.317,0.317,
141,403.421,17,1,0,122,0.61,0.3,0.3,
142,390.244,19,1,0,99,0.6078,0.25,0.25,
143,323.241,27,1,0,135,0.6057,0.331,0.331,
144,428.731,14,1,0,92,0.6036,0.217,0.217,
145,389.997,19,1,0,105,0.6015,0.267,0.267,
146,266.928,34,1,0,149,0.5994,0.35,0.35,
147,395.689,18,1,0,118,0.5973,0.301,0.301,147.0
148,395.767,18,1,0,117,0.5952,0.283,0.283,147.0
149,225.851,39,1,0,177,0.5931,0.468,0.468,147.0
150,428.233,14,1,0,101,0.591,0.246,0.246,147.0
151,307.252,29,1,0,137,0.5889,0.335,0.335,147.0
152,338.193,25,1,0,157,0.5869,0.383,0.383,147.0
153,428.794,14,1,0,89,0.5848,0.217,0.217,147.0
154,410.56,16,1,0,138,0.5828,0.333,0.333,147.0
155,395.14,18,1,0,128,0.5807,0.3,0.3,147.0
156,372.704,21,1,0,99,0.5787,0.234,0.234,147.0
157,291.605,31,1,0,133,0.5767,0.317,0.317,147.0
158,430.639,14,1,0,88,0.5747,0.216,0.216,147.0
159,292.179,31,1,0,121,0.5727,0.294,0.294,147.0
