trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-03-30 00:06:04,Q-Learning,U-maze,152,1.295,0,1,
2,2026-03-30 00:06:06,Q-Learning,U-maze,140,1.184,0,1,
3,2026-03-30 00:06:07,Q-Learning,U-maze,140,1.227,0,1,
4,2026-03-30 00:06:08,Q-Learning,U-maze,125,1.196,0,1,
5,2026-03-30 00:06:09,Q-Learning,U-maze,126,1.197,0,1,
6,2026-03-30 00:06:10,Q-Learning,U-maze,143,1.204,0,1,
7,2026-03-30 00:06:12,Q-Learning,U-maze,164,1.191,0,1,
8,2026-03-30 00:06:13,Q-Learning,U-maze,146,1.204,0,1,
9,2026-03-30 00:06:14,Q-Learning,U-maze,116,1.244,0,1,
10,2026-03-30 00:06:15,Q-Learning,U-maze,143,1.192,0,1,
11,2026-03-30 00:06:16,Q-Learning,U-maze,143,1.186,0,1,
12,2026-03-30 00:06:18,Q-Learning,U-maze,123,1.199,0,1,
13,2026-03-30 00:06:19,Q-Learning,U-maze,146,1.209,0,1,
14,2026-03-30 00:06:20,Q-Learning,U-maze,126,1.205,0,1,
15,2026-03-30 00:06:21,Q-Learning,U-maze,105,1.201,0,1,
16,2026-03-30 00:06:23,Q-Learning,U-maze,116,1.207,0,1,
17,2026-03-30 00:06:24,Q-Learning,U-maze,111,1.251,0,1,
18,2026-03-30 00:06:25,Q-Learning,U-maze,146,1.184,0,1,
19,2026-03-30 00:06:26,Q-Learning,U-maze,152,1.203,0,1,
20,2026-03-30 00:06:27,Q-Learning,U-maze,116,1.192,0,1,
21,2026-03-30 00:06:29,Q-Learning,U-maze,124,1.179,0,1,
22,2026-03-30 00:06:30,Q-Learning,U-maze,130,1.215,0,1,
23,2026-03-30 00:06:31,Q-Learning,U-maze,118,1.179,0,1,
24,2026-03-30 00:06:32,Q-Learning,U-maze,128,1.189,0,1,
25,2026-03-30 00:06:33,Q-Learning,U-maze,116,1.212,0,1,
26,2026-03-30 00:06:35,Q-Learning,U-maze,135,1.25,0,1,
27,2026-03-30 00:06:36,Q-Learning,U-maze,154,1.233,0,1,
28,2026-03-30 00:06:37,Q-Learning,U-maze,124,1.18,0,1,
29,2026-03-30 00:06:38,Q-Learning,U-maze,126,1.222,0,1,
30,2026-03-30 00:06:39,Q-Learning,U-maze,105,1.223,0,1,
31,2026-03-30 00:06:41,Q-Learning,U-maze,132,1.216,0,1,
32,2026-03-30 00:06:42,Q-Learning,U-maze,105,1.209,0,1,
33,2026-03-30 00:06:43,Q-Learning,U-maze,150,1.222,0,1,
34,2026-03-30 00:06:44,Q-Learning,U-maze,112,1.31,0,1,
