episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-1042.393,128,0,1,500,0.9965,,1.279,
2,-1168.416,146,0,1,500,0.993,,1.25,
3,-980.161,120,0,1,500,0.9895,,1.247,
4,-987.438,122,0,1,500,0.9861,,1.654,
5,-1368.668,169,0,1,500,0.9826,,1.374,
6,-1132.816,139,0,1,500,0.9792,,1.201,
7,-1002.6,123,0,1,500,0.9758,,1.233,
8,-963.223,118,0,1,500,0.9723,,1.233,
9,-1059.375,130,0,1,500,0.9689,,1.2,
10,-1282.996,159,0,1,500,0.9655,,1.209,
11,-1110.074,136,0,1,500,0.9622,,1.203,
12,-1134.217,139,0,1,500,0.9588,,1.249,
13,-1289.112,159,0,1,500,0.9554,,1.251,
14,-1002.992,123,0,1,500,0.9521,,1.222,
15,-1073.747,132,0,1,500,0.9488,,1.216,
16,-933.151,114,0,1,500,0.9454,,1.226,
17,-1060.872,130,0,1,500,0.9421,,1.201,
18,-1080.743,133,0,1,500,0.9388,,1.235,
19,-932.163,114,0,1,500,0.9356,,1.212,
20,-986.684,124,0,1,500,0.9323,,1.214,
21,-995.432,122,0,1,500,0.929,,1.216,
22,-987.042,121,0,1,500,0.9258,,1.248,
23,-1020.526,125,0,1,500,0.9225,,1.224,
24,-1090.371,134,0,1,500,0.9193,,1.257,
25,-1207.581,150,0,1,500,0.9161,,1.232,
26,-1058.68,130,0,1,500,0.9129,,1.216,
27,-1086.512,134,0,1,500,0.9097,,1.25,
28,-852.265,104,0,1,500,0.9065,,1.234,
29,-377.231,113,1,0,484,0.9033,1.166,1.166,
30,-986.998,121,0,1,500,0.9002,,1.283,
31,-778.802,95,0,1,500,0.897,,1.231,
32,-931.889,117,0,1,500,0.8939,,1.231,
33,-966.578,122,0,1,500,0.8907,,1.248,
34,-740.545,90,0,1,500,0.8876,,1.217,
35,-932.869,114,0,1,500,0.8845,,1.271,
36,-885.459,108,0,1,500,0.8814,,1.245,
37,-1090.752,134,0,1,500,0.8783,,1.217,
38,-215.281,93,1,0,425,0.8753,1.083,1.083,
39,-1049.163,129,0,1,500,0.8722,,1.25,
40,-1128.333,139,0,1,500,0.8691,,1.23,
41,-966.672,120,0,1,500,0.8661,,1.322,
42,-812.871,99,0,1,500,0.8631,,1.189,
43,45.18,61,1,0,299,0.8601,0.706,0.706,
44,-731.075,89,0,1,500,0.857,,1.226,
45,-909.346,111,0,1,500,0.854,,1.366,
46,-788.674,96,0,1,500,0.8511,,1.316,
47,-781.574,96,0,1,500,0.8481,,1.241,
48,-36.834,71,1,0,353,0.8451,0.859,0.859,
49,-948.156,116,0,1,500,0.8421,,1.216,
50,-192.186,90,1,0,444,0.8392,1.068,1.068,
51,10.951,65,1,0,351,0.8363,0.85,0.85,
52,-1091.05,134,0,1,500,0.8333,,1.257,
53,-214.079,93,1,0,401,0.8304,0.991,0.991,
54,-116.668,81,1,0,359,0.8275,0.999,0.999,
55,-956.933,117,0,1,500,0.8246,,1.395,
56,-1090.744,134,0,1,500,0.8217,,1.359,
57,-922.135,113,0,1,500,0.8189,,1.276,
58,-52.114,73,1,0,339,0.816,0.833,0.833,
59,-256.15,98,1,0,454,0.8131,1.116,1.116,
60,-738.955,90,0,1,500,0.8103,,1.218,
61,-889.885,109,0,1,500,0.8074,,1.218,
62,-922.04,113,0,1,500,0.8046,,1.199,
63,5.784,66,1,0,294,0.8018,0.716,0.716,
64,-955.754,120,0,1,500,0.799,,1.267,
65,-867.04,111,0,1,500,0.7962,,1.233,
66,-128.466,82,1,0,440,0.7934,1.118,1.118,
67,-783.784,95,0,1,500,0.7906,,1.273,
68,43.064,61,1,0,346,0.7879,0.857,0.857,
69,49.829,60,1,0,370,0.7851,0.919,0.919,
70,-78.564,76,1,0,396,0.7824,0.999,0.999,
71,32.783,63,1,0,226,0.7796,0.55,0.55,
72,73.55,58,1,0,202,0.7769,0.5,0.5,
73,84.279,56,1,0,314,0.7742,0.766,0.766,
74,227.379,39,1,0,146,0.7715,0.35,0.35,
75,112.225,53,1,0,228,0.7688,0.55,0.55,
76,-162.23,86,1,0,486,0.7661,1.216,1.216,
77,13.884,65,1,0,289,0.7634,0.717,0.717,
78,250.209,36,1,0,166,0.7607,0.416,0.416,
79,86.547,56,1,0,266,0.7581,0.649,0.65,
80,116.221,52,1,0,310,0.7554,0.749,0.749,
81,11.736,65,1,0,336,0.7528,0.818,0.818,
82,-18.712,69,1,0,304,0.7501,0.764,0.764,
83,-178.554,88,1,0,492,0.7475,1.2,1.2,
84,23.12,64,1,0,263,0.7449,0.652,0.652,
85,-756.298,96,0,1,500,0.7423,,1.231,
86,159.051,47,1,0,247,0.7397,0.617,0.617,
87,177.895,45,1,0,181,0.7371,0.432,0.432,
88,299.522,30,1,0,134,0.7345,0.333,0.333,
89,266.87,34,1,0,152,0.7319,0.383,0.383,
90,331.289,26,1,0,133,0.7294,0.349,0.349,
91,99.611,54,1,0,325,0.7268,0.881,0.881,
92,-32.123,71,1,0,250,0.7243,0.665,0.665,
93,100.981,54,1,0,297,0.7218,0.8,0.8,
94,250.37,36,1,0,163,0.7192,0.44,0.44,
95,206.788,41,1,0,244,0.7167,0.681,0.681,
96,272.761,33,1,0,194,0.7142,0.599,0.599,
97,263.824,34,1,0,217,0.7117,0.734,0.734,
98,-802.093,101,0,1,500,0.7092,,1.566,
99,186.228,44,1,0,176,0.7067,0.476,0.476,
100,121.31,52,1,0,201,0.7043,0.533,0.533,
101,395.843,18,1,0,115,0.7018,0.283,0.283,
102,128.684,51,1,0,213,0.6993,0.534,0.534,
103,129.518,51,1,0,196,0.6969,0.5,0.5,
104,362.262,22,1,0,153,0.6944,0.366,0.366,
105,355.177,23,1,0,132,0.692,0.317,0.317,
106,223.896,39,1,0,218,0.6896,0.567,0.567,
107,112.741,53,1,0,215,0.6872,0.533,0.533,
108,267.107,34,1,0,146,0.6848,0.388,0.388,
109,267.214,34,1,0,144,0.6824,0.349,0.349,
110,108.422,53,1,0,306,0.68,0.75,0.75,
111,193.808,43,1,0,181,0.6776,0.429,0.429,
112,57.974,60,1,0,196,0.6752,0.48,0.48,
113,185.996,44,1,0,180,0.6729,0.433,0.433,
114,323.704,27,1,0,126,0.6705,0.306,0.306,
115,242.028,37,1,0,171,0.6682,0.409,0.409,
116,307.28,29,1,0,137,0.6658,0.333,0.333,
117,412.247,16,1,0,104,0.6635,0.251,0.251,
118,355.305,23,1,0,132,0.6612,0.339,0.339,
119,224.704,39,1,0,203,0.6589,0.492,0.492,
120,346.612,24,1,0,147,0.6566,0.401,0.401,
121,126.512,51,1,0,259,0.6543,0.633,0.633,
122,299.431,30,1,0,135,0.652,0.317,0.317,
123,250.381,36,1,0,163,0.6497,0.41,0.41,
124,338.878,25,1,0,141,0.6474,0.337,0.337,
125,274.639,33,1,0,156,0.6452,0.417,0.417,
126,211.109,41,1,0,154,0.6429,0.383,0.383,
127,354.758,23,1,0,142,0.6406,0.35,0.35,
128,250.526,36,1,0,159,0.6384,0.395,0.395,
129,274.234,33,1,0,164,0.6362,0.398,0.398,
130,219.765,40,1,0,137,0.6339,0.335,0.335,
131,347.635,24,1,0,125,0.6317,0.324,0.324,
132,379.905,20,1,0,114,0.6295,0.278,0.278,
133,154.161,48,1,0,181,0.6273,0.457,0.457,
134,386.077,19,1,0,151,0.6251,0.357,0.357,
135,355.429,23,1,0,127,0.6229,0.295,0.295,
136,290.177,31,1,0,162,0.6207,0.421,0.421,
137,274.29,33,1,0,162,0.6186,0.404,0.404,
138,429.755,14,1,0,105,0.6164,0.257,0.257,
139,298.003,30,1,0,165,0.6142,0.406,0.406,139.0
140,339.961,25,1,0,119,0.6121,0.296,0.296,139.0
141,330.76,26,1,0,147,0.61,0.374,0.375,139.0
142,331.138,26,1,0,136,0.6078,0.349,0.349,139.0
143,307.075,29,1,0,141,0.6057,0.349,0.349,139.0
144,348.074,24,1,0,117,0.6036,0.278,0.278,139.0
145,226.566,39,1,0,163,0.6015,0.399,0.399,139.0
146,426.268,14,1,0,144,0.5994,0.348,0.348,139.0
147,398.338,18,1,0,96,0.5973,0.234,0.234,139.0
148,331.038,26,1,0,140,0.5952,0.348,0.348,139.0
149,314.409,28,1,0,154,0.5931,0.367,0.367,139.0
150,291.824,31,1,0,129,0.591,0.318,0.318,139.0
151,410.833,16,1,0,134,0.5889,0.316,0.316,139.0
152,355.1,23,1,0,135,0.5869,0.338,0.339,139.0
153,219.077,40,1,0,152,0.5848,0.36,0.36,139.0
154,283.873,32,1,0,127,0.5828,0.327,0.327,139.0
155,389.363,20,1,0,118,0.5807,0.268,0.282,139.0
156,428.649,14,1,0,94,0.5787,0.217,0.217,139.0
157,382.378,20,1,0,97,0.5767,0.25,0.25,139.0
158,339.785,25,1,0,124,0.5747,0.3,0.3,139.0
159,412.264,16,1,0,102,0.5727,0.263,0.263,139.0
160,341.682,25,1,0,117,0.5706,0.283,0.283,139.0
161,380.345,20,1,0,105,0.5687,0.301,0.301,139.0
162,412.634,16,1,0,96,0.5667,0.232,0.232,139.0
163,420.0,15,1,0,107,0.5647,0.254,0.254,139.0
164,178.818,45,1,0,164,0.5627,0.417,0.417,139.0
165,378.863,20,1,0,136,0.5607,0.332,0.332,139.0
166,280.08,32,1,0,209,0.5588,0.517,0.517,139.0
167,451.69,11,1,0,111,0.5568,0.277,0.277,139.0
168,412.581,16,1,0,97,0.5549,0.239,0.239,139.0
169,298.552,30,1,0,155,0.5529,0.382,0.382,139.0
170,468.03,9,1,0,101,0.551,0.233,0.233,139.0
171,381.584,20,1,0,114,0.5491,0.283,0.283,139.0
172,307.278,29,1,0,138,0.5471,0.334,0.334,139.0
173,410.677,16,1,0,135,0.5452,0.333,0.333,139.0
