episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-1148.689,141,0,1,500,0.9965,,1.267,
2,-1097.914,136,0,1,500,0.993,,1.267,
3,-1036.974,127,0,1,500,0.9895,,1.233,
4,-1049.026,130,0,1,500,0.9861,,1.217,
5,-850.221,107,0,1,500,0.9826,,1.219,
6,-1032.903,127,0,1,500,0.9792,,1.217,
7,-985.223,121,0,1,500,0.9758,,1.2,
8,-1165.761,143,0,1,500,0.9723,,1.233,
9,-1096.744,135,0,1,500,0.9689,,1.283,
10,-852.466,104,0,1,500,0.9655,,1.232,
11,-1050.595,130,0,1,500,0.9622,,1.217,
12,-849.234,107,0,1,500,0.9588,,1.211,
13,-1322.027,165,0,1,500,0.9554,,1.287,
14,-1146.039,141,0,1,500,0.9521,,1.209,
15,-1211.36,149,0,1,500,0.9488,,1.167,
16,-1130.131,139,0,1,500,0.9454,,1.199,
17,-1020.145,125,0,1,500,0.9421,,1.233,
18,-1092.041,134,0,1,500,0.9388,,1.183,
19,-1089.6,134,0,1,500,0.9356,,1.215,
20,-1207.122,148,0,1,500,0.9323,,1.191,
21,-1098.886,135,0,1,500,0.929,,1.224,
22,-1007.241,123,0,1,500,0.9258,,1.189,
23,-1131.269,139,0,1,500,0.9225,,1.211,
24,-1020.29,126,0,1,500,0.9193,,1.198,
25,-1049.309,129,0,1,500,0.9161,,1.233,
26,-1123.791,138,0,1,500,0.9129,,1.215,
27,-807.722,102,0,1,500,0.9097,,1.201,
28,-1092.149,134,0,1,500,0.9065,,1.2,
29,-1023.259,125,0,1,500,0.9033,,1.2,
30,-980.0,122,0,1,500,0.9002,,1.217,
31,-987.012,121,0,1,500,0.897,,1.199,
32,-1187.581,146,0,1,500,0.8939,,1.432,
33,-945.913,116,0,1,500,0.8907,,1.317,
34,-921.637,113,0,1,500,0.8876,,1.233,
35,-951.621,121,0,1,500,0.8845,,1.217,
36,-759.186,95,0,1,500,0.8814,,1.196,
37,-739.721,95,0,1,500,0.8783,,1.182,
38,-858.512,105,0,1,500,0.8753,,1.217,
39,-891.541,113,0,1,500,0.8722,,1.233,
40,-729.845,91,0,1,500,0.8691,,1.216,
41,-1112.907,137,0,1,500,0.8661,,1.317,
42,-1168.141,144,0,1,500,0.8631,,1.216,
43,-840.184,105,0,1,500,0.8601,,1.184,
44,-913.785,112,0,1,500,0.857,,1.233,
45,-1005.986,123,0,1,500,0.854,,1.217,
46,-828.154,105,0,1,500,0.8511,,1.236,
47,-857.654,108,0,1,500,0.8481,,1.213,
48,-826.692,103,0,1,500,0.8451,,1.203,
49,-954.488,117,0,1,500,0.8421,,1.25,
50,-634.496,80,0,1,500,0.8392,,1.232,
