episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-828.692,103,0,1,500,,,2.622,
2,-1052.494,133,0,1,500,,,2.493,
3,-2250.258,283,0,1,500,,,2.344,
4,-2528.386,318,0,1,500,,,2.687,
5,-1566.733,197,0,1,500,,,2.615,
6,-3089.394,390,0,1,500,,,2.539,
7,-2625.521,330,0,1,500,,,2.576,
8,-1746.794,219,0,1,500,,,2.354,
9,-1449.041,182,0,1,500,,,2.526,
10,-1186.278,150,0,1,500,,,2.543,
11,-1256.445,156,0,1,500,,,2.298,
12,-2460.735,308,0,1,500,,,2.568,
13,-1146.079,142,0,1,500,,,2.488,
14,-1170.868,147,0,1,500,,,1.76,
15,-1687.326,209,0,1,500,,,2.588,
16,-926.345,116,0,1,500,,,2.773,
17,-1469.126,185,0,1,500,,,2.066,
18,-1471.075,183,0,1,500,,,1.714,
19,-796.558,99,0,1,500,,,1.983,
20,-708.268,89,0,1,500,,,2.575,
21,-1204.723,150,0,1,500,,,2.587,
22,-828.305,103,0,1,500,,,2.635,
23,-885.676,110,0,1,500,,,2.26,
24,-974.291,120,0,1,500,,,2.28,
25,-851.313,107,0,1,500,,,2.489,
26,-1019.894,125,0,1,500,,,2.744,
27,-1053.679,132,0,1,500,,,2.22,
28,-570.104,71,0,1,500,,,2.295,
29,-538.163,69,0,1,500,,,2.548,
30,-751.367,94,0,1,500,,,2.211,
31,-952.16,120,0,1,500,,,2.41,
32,-1826.999,228,0,1,500,,,2.238,
33,-935.914,115,0,1,500,,,2.655,
34,-932.524,117,0,1,500,,,3.02,
35,-1541.753,193,0,1,500,,,2.641,
36,-1209.013,153,0,1,500,,,2.943,
37,-1732.499,219,0,1,500,,,2.872,
38,-1139.946,144,0,1,500,,,2.642,
39,-1372.085,172,0,1,500,,,2.737,
40,-2425.202,302,0,1,500,,,2.814,
41,-1799.317,224,0,1,500,,,2.785,
42,-834.381,104,0,1,500,,,2.852,
43,-1054.418,132,0,1,500,,,2.699,
