episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-779.642,98,0,1,500,,,1.166,
2,-1423.761,176,0,1,500,,,1.118,
3,-2076.08,263,0,1,500,,,1.117,
4,-1946.455,242,0,1,500,,,1.137,
5,-1071.771,136,0,1,500,,,1.183,
6,-1152.447,142,0,1,500,,,1.133,
7,-1204.384,152,0,1,500,,,1.366,
8,-1158.481,145,0,1,500,,,1.223,
9,-1532.864,191,0,1,500,,,1.031,
10,-1331.344,164,0,1,500,,,1.005,
11,-1454.456,183,0,1,500,,,1.066,
12,-1056.345,130,0,1,500,,,0.981,
13,-1123.281,141,0,1,500,,,1.177,
14,-1201.279,151,0,1,500,,,1.024,
15,-1009.717,124,0,1,500,,,1.044,
16,-1677.869,211,0,1,500,,,1.003,
17,-1600.08,201,0,1,500,,,1.017,
18,-1221.73,155,0,1,500,,,1.146,
19,-797.489,101,0,1,500,,,1.168,
20,-1010.128,125,0,1,500,,,1.215,
21,-790.265,100,0,1,500,,,1.078,
22,-2325.198,292,0,1,500,,,1.099,
23,-1040.147,129,0,1,500,,,1.02,
24,-958.768,119,0,1,500,,,0.992,
25,-877.247,110,0,1,500,,,0.966,
26,-968.728,119,0,1,500,,,1.065,
27,-737.692,93,0,1,500,,,1.026,
28,-1411.364,175,0,1,500,,,1.105,
29,-926.313,118,0,1,500,,,1.062,
30,-913.762,115,0,1,500,,,1.243,
31,-2014.65,250,0,1,500,,,1.162,
32,-2396.262,299,0,1,500,,,1.131,
33,-2083.298,259,0,1,500,,,1.083,
34,-1161.558,143,0,1,500,,,1.054,
35,-754.491,96,0,1,500,,,1.018,
36,-968.705,122,0,1,500,,,1.084,
37,-1285.229,163,0,1,500,,,1.088,
38,-822.582,102,0,1,500,,,1.059,
39,-890.013,111,0,1,500,,,1.164,
40,-896.333,113,0,1,500,,,1.134,
41,-1013.38,128,0,1,500,,,1.124,
42,-1207.138,151,0,1,500,,,1.32,
43,-1101.112,138,0,1,500,,,1.28,
44,-1191.456,148,0,1,500,,,1.082,
45,-803.417,99,0,1,500,,,1.169,
46,-1775.441,220,0,1,500,,,1.092,
47,-622.174,76,0,1,500,,,1.146,
48,-1052.952,131,0,1,500,,,1.117,
49,-880.535,108,0,1,500,,,1.167,
50,-858.385,107,0,1,500,,,1.163,
51,-448.54,55,0,1,500,,,1.038,
52,-901.45,112,0,1,500,,,1.053,
53,-995.971,125,0,1,500,,,1.074,
54,-1047.803,130,0,1,500,,,1.132,
55,-644.752,81,0,1,500,,,1.106,
