trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-04-06 19:32:35,PPO,Z-maze,162,0.922,0,1,
2,2026-04-06 19:32:36,PPO,Z-maze,184,1.054,0,1,
3,2026-04-06 19:32:37,PPO,Z-maze,177,0.859,0,1,
4,2026-04-06 19:32:38,PPO,Z-maze,91,0.921,0,1,
5,2026-04-06 19:32:39,PPO,Z-maze,152,0.833,0,1,
6,2026-04-06 19:32:40,PPO,Z-maze,133,0.834,0,1,
7,2026-04-06 19:32:40,PPO,Z-maze,232,0.918,0,1,
8,2026-04-06 19:32:41,PPO,Z-maze,156,0.937,0,1,
9,2026-04-06 19:32:42,PPO,Z-maze,105,0.917,0,1,
10,2026-04-06 19:32:43,PPO,Z-maze,81,0.914,0,1,
11,2026-04-06 19:32:44,PPO,Z-maze,223,0.814,0,1,
12,2026-04-06 19:32:45,PPO,Z-maze,107,0.901,0,1,
13,2026-04-06 19:32:46,PPO,Z-maze,311,0.988,0,1,
14,2026-04-06 19:32:47,PPO,Z-maze,349,0.93,0,1,
15,2026-04-06 19:32:48,PPO,Z-maze,322,0.923,0,1,
16,2026-04-06 19:32:49,PPO,Z-maze,242,0.86,0,1,
17,2026-04-06 19:32:50,PPO,Z-maze,114,0.998,0,1,
18,2026-04-06 19:32:51,PPO,Z-maze,117,0.957,0,1,
19,2026-04-06 19:32:52,PPO,Z-maze,142,0.88,0,1,
20,2026-04-06 19:32:52,PPO,Z-maze,94,0.82,0,1,
21,2026-04-06 19:32:53,PPO,Z-maze,213,0.963,0,1,
22,2026-04-06 19:32:54,PPO,Z-maze,166,0.928,0,1,
23,2026-04-06 19:32:55,PPO,Z-maze,211,0.92,0,1,
24,2026-04-06 19:32:56,PPO,Z-maze,103,0.862,0,1,
25,2026-04-06 19:32:57,PPO,Z-maze,57,0.945,0,1,
26,2026-04-06 19:32:58,PPO,Z-maze,83,0.951,0,1,
27,2026-04-06 19:32:59,PPO,Z-maze,133,1.065,0,1,
28,2026-04-06 19:33:00,PPO,Z-maze,158,0.986,0,1,
29,2026-04-06 19:33:01,PPO,Z-maze,113,0.951,0,1,
30,2026-04-06 19:33:02,PPO,Z-maze,200,0.873,0,1,
31,2026-04-06 19:33:03,PPO,Z-maze,151,0.905,0,1,
32,2026-04-06 19:33:04,PPO,Z-maze,250,0.916,0,1,
33,2026-04-06 19:33:05,PPO,Z-maze,378,0.866,0,1,
34,2026-04-06 19:33:06,PPO,Z-maze,300,0.95,0,1,
35,2026-04-06 19:33:06,PPO,Z-maze,178,0.887,0,1,
36,2026-04-06 19:33:07,PPO,Z-maze,107,0.882,0,1,
37,2026-04-06 19:33:08,PPO,Z-maze,96,0.889,0,1,
38,2026-04-06 19:33:09,PPO,Z-maze,165,1.058,0,1,
39,2026-04-06 19:33:10,PPO,Z-maze,127,1.061,0,1,
40,2026-04-06 19:33:11,PPO,Z-maze,265,0.934,0,1,
41,2026-04-06 19:33:12,PPO,Z-maze,165,0.925,0,1,
42,2026-04-06 19:33:13,PPO,Z-maze,76,0.981,0,1,
43,2026-04-06 19:33:14,PPO,Z-maze,141,1.071,0,1,
44,2026-04-06 19:33:15,PPO,Z-maze,130,0.921,0,1,
45,2026-04-06 19:33:16,PPO,Z-maze,103,0.913,0,1,
46,2026-04-06 19:33:17,PPO,Z-maze,136,0.968,0,1,
47,2026-04-06 19:33:18,PPO,Z-maze,160,0.895,0,1,
48,2026-04-06 19:33:19,PPO,Z-maze,196,0.987,0,1,
49,2026-04-06 19:33:20,PPO,Z-maze,76,0.889,0,1,
50,2026-04-06 19:33:21,PPO,Z-maze,153,0.908,0,1,
51,2026-04-06 19:33:22,PPO,Z-maze,120,0.974,0,1,
52,2026-04-06 19:33:23,PPO,Z-maze,106,1.003,0,1,
53,2026-04-06 19:33:24,PPO,Z-maze,192,0.915,0,1,
54,2026-04-06 19:33:25,PPO,Z-maze,116,0.959,0,1,
55,2026-04-06 19:33:25,PPO,Z-maze,132,0.896,0,1,
56,2026-04-06 19:33:26,PPO,Z-maze,72,0.935,0,1,
57,2026-04-06 19:33:27,PPO,Z-maze,86,0.922,0,1,
58,2026-04-06 19:33:28,PPO,Z-maze,90,0.97,0,1,
59,2026-04-06 19:33:29,PPO,Z-maze,105,1.006,0,1,
