episode,ep_reward,collisions,success,timeout,steps,epsilon,completion_time_s,elapsed_s,episodes_to_converge
1,-829.181,104,0,1,500,,,1.059,
2,-1242.796,155,0,1,500,,,1.065,
3,-812.37,103,0,1,500,,,1.004,
4,-970.414,122,0,1,500,,,1.009,
5,-917.2,114,0,1,500,,,0.939,
6,-865.469,107,0,1,500,,,0.965,
7,-1279.451,162,0,1,500,,,1.008,
8,-1117.183,138,0,1,500,,,1.12,
9,-1734.369,217,0,1,500,,,0.942,
10,-2082.723,260,0,1,500,,,1.057,
11,-960.389,119,0,1,500,,,0.924,
12,-919.972,115,0,1,500,,,1.017,
13,-1466.765,184,0,1,500,,,0.981,
14,-774.204,96,0,1,500,,,1.0,
15,-931.772,116,0,1,500,,,0.917,
16,-1073.968,133,0,1,500,,,1.083,
17,-761.15,95,0,1,500,,,0.998,
18,-859.841,107,0,1,500,,,0.947,
19,-831.98,106,0,1,500,,,0.957,
20,-980.325,123,0,1,500,,,1.04,
21,-1330.682,168,0,1,500,,,1.079,
22,-824.448,105,0,1,500,,,0.95,
23,-1058.473,134,0,1,500,,,1.082,
24,-1179.159,146,0,1,500,,,1.092,
25,-662.429,83,0,1,500,,,1.0,
26,-993.313,126,0,1,500,,,1.032,
27,-1051.226,129,0,1,500,,,1.047,
28,-1585.919,199,0,1,500,,,0.925,
29,-684.649,84,0,1,500,,,1.018,
30,-811.136,103,0,1,500,,,0.99,
31,-718.058,90,0,1,500,,,1.29,
32,-1165.818,147,0,1,500,,,0.991,
33,-1863.528,231,0,1,500,,,1.082,
34,-1654.239,205,0,1,500,,,0.942,
35,-1428.59,177,0,1,500,,,1.034,
36,-1092.209,136,0,1,500,,,0.925,
37,-1032.034,128,0,1,500,,,0.995,
38,-1144.636,145,0,1,500,,,0.953,
39,-1502.665,186,0,1,500,,,1.115,
40,-1276.457,160,0,1,500,,,0.928,
41,-1168.948,145,0,1,500,,,1.016,
42,-943.578,120,0,1,500,,,0.931,
43,-1357.993,169,0,1,500,,,1.038,
44,-875.074,108,0,1,500,,,0.983,
45,-898.176,111,0,1,500,,,0.983,
46,-1069.199,133,0,1,500,,,0.925,
47,-1242.383,155,0,1,500,,,1.017,
48,-1000.154,123,0,1,500,,,1.024,
49,-1074.584,134,0,1,500,,,1.033,
50,-1750.192,219,0,1,500,,,1.014,
51,-914.599,113,0,1,500,,,0.95,
52,-1420.484,178,0,1,500,,,0.994,
53,-846.711,105,0,1,500,,,1.029,
54,-930.702,117,0,1,500,,,0.963,
55,-681.164,87,0,1,500,,,0.952,
56,-924.576,116,0,1,500,,,0.925,
57,-659.714,82,0,1,500,,,1.179,
58,-1444.183,183,0,1,500,,,1.355,
59,-697.413,85,0,1,500,,,1.132,
60,-1450.67,184,0,1,500,,,1.213,
61,-1348.443,168,0,1,500,,,2.058,
62,-1789.197,225,0,1,500,,,1.959,
63,-703.7,156,1,0,495,,1.81,1.81,
64,-1505.338,190,0,1,500,,,1.761,
65,-899.758,112,0,1,500,,,1.016,
66,-1524.856,189,0,1,500,,,1.141,
67,-905.117,114,0,1,500,,,2.516,
68,-1027.373,127,0,1,500,,,1.96,
69,-894.601,110,0,1,500,,,2.573,
70,-1378.808,170,0,1,500,,,2.635,
71,-1990.819,247,0,1,500,,,1.967,
72,-1645.742,204,0,1,500,,,2.664,
73,-2335.909,291,0,1,500,,,2.78,
74,-1031.682,130,0,1,500,,,2.533,
75,-699.32,87,0,1,500,,,2.579,
76,-1458.296,180,0,1,500,,,2.7,
77,-1139.5,140,0,1,500,,,2.595,
78,-2053.12,258,0,1,500,,,2.688,
79,-608.469,76,0,1,500,,,2.344,
80,-923.235,117,0,1,500,,,2.574,
81,-898.135,112,0,1,500,,,2.544,
82,-1002.028,124,0,1,500,,,2.266,
83,-1073.205,133,0,1,500,,,2.29,
84,-816.06,104,0,1,500,,,2.216,
85,-834.963,106,0,1,500,,,2.315,
86,-735.978,92,0,1,500,,,2.719,
87,-972.582,121,0,1,500,,,2.669,
88,-940.415,115,0,1,500,,,2.304,
89,-1197.86,152,0,1,500,,,2.516,
90,-710.458,90,0,1,500,,,2.615,
91,-1376.45,170,0,1,500,,,2.253,
92,-781.926,98,0,1,500,,,2.678,
93,-703.583,90,0,1,500,,,2.609,
94,-918.431,115,0,1,500,,,2.595,
95,-715.315,89,0,1,500,,,2.514,
96,-744.935,93,0,1,500,,,2.124,
97,-899.276,114,0,1,500,,,1.569,
98,-924.539,116,0,1,500,,,2.258,
99,-1131.112,143,0,1,500,,,2.568,
100,-947.044,117,0,1,500,,,2.664,
101,-1177.55,148,0,1,500,,,1.992,
102,-856.869,107,0,1,500,,,2.153,
103,-705.511,90,0,1,500,,,2.256,
104,-779.894,99,0,1,500,,,2.164,
105,-510.352,63,0,1,500,,,1.757,
106,-660.711,84,0,1,500,,,2.081,
107,-549.779,67,0,1,500,,,2.141,
108,-1197.744,152,0,1,500,,,2.044,
109,-1166.315,146,0,1,500,,,1.928,
110,-652.534,82,0,1,500,,,2.074,
111,-1022.286,129,0,1,500,,,1.787,
112,-851.315,107,0,1,500,,,2.064,
113,-450.165,56,0,1,500,,,2.029,
114,-935.222,119,0,1,500,,,2.397,
115,-942.256,118,0,1,500,,,1.797,
116,-1152.628,146,0,1,500,,,2.128,
117,-896.728,113,0,1,500,,,1.94,
118,-1024.973,127,0,1,500,,,2.079,
119,-637.351,81,0,1,500,,,2.169,
120,-856.248,108,0,1,500,,,2.274,
121,-742.398,92,0,1,500,,,1.936,
122,-504.018,63,0,1,500,,,1.902,
123,-508.474,63,0,1,500,,,2.13,
124,-801.097,99,0,1,500,,,2.504,
125,-638.699,78,0,1,500,,,2.177,
126,-862.904,108,0,1,500,,,2.25,
127,-929.688,118,0,1,500,,,2.14,
128,-725.792,91,0,1,500,,,2.558,
129,-554.527,70,0,1,500,,,2.617,
130,-1563.432,198,0,1,500,,,2.406,
131,-800.949,102,0,1,500,,,2.53,
132,-638.428,80,0,1,500,,,2.652,
133,-923.034,117,0,1,500,,,2.556,
134,-655.047,82,0,1,500,,,2.553,
135,-602.226,77,0,1,500,,,2.613,
136,-615.608,78,0,1,500,,,2.532,
137,-783.784,97,0,1,500,,,2.527,
138,-697.934,87,0,1,500,,,2.62,
139,-714.822,91,0,1,500,,,2.328,
140,-944.983,117,0,1,500,,,2.318,
141,-596.959,75,0,1,500,,,2.344,
142,-1274.434,160,0,1,500,,,2.542,
143,-737.899,94,0,1,500,,,2.581,
144,-1010.41,128,0,1,500,,,2.568,
145,-1080.208,137,0,1,500,,,2.588,
146,-931.581,115,0,1,500,,,2.481,
147,-867.082,109,0,1,500,,,2.505,
148,-837.286,105,0,1,500,,,2.357,
149,-747.36,92,0,1,500,,,2.398,
150,-1062.635,135,0,1,500,,,2.592,
151,-780.032,97,0,1,500,,,2.786,
152,-836.668,103,0,1,500,,,2.516,
153,-631.881,78,0,1,500,,,2.288,
154,-716.379,90,0,1,500,,,2.606,
155,-1651.323,207,0,1,500,,,2.585,
156,-663.876,83,0,1,500,,,2.549,
157,-1038.534,129,0,1,500,,,2.633,
158,-1135.317,142,0,1,500,,,2.61,
159,-1023.484,130,0,1,500,,,2.582,
160,-1213.09,152,0,1,500,,,2.688,
161,-868.525,110,0,1,500,,,2.489,
162,-2125.818,264,0,1,500,,,2.598,
163,-2052.921,255,0,1,500,,,2.599,
164,-1368.994,169,0,1,500,,,2.61,
165,-895.167,111,0,1,500,,,2.474,
166,-811.671,102,0,1,500,,,2.561,
167,-899.551,114,0,1,500,,,2.588,
168,-1140.587,141,0,1,500,,,2.486,
169,-798.688,99,0,1,500,,,2.581,
170,-687.936,86,0,1,500,,,2.57,
171,-597.151,75,0,1,500,,,2.6,
172,-967.571,119,0,1,500,,,2.644,
173,-986.48,125,0,1,500,,,2.559,
174,-750.051,94,0,1,500,,,2.316,
175,-507.778,62,0,1,500,,,2.509,
176,-892.887,112,0,1,500,,,2.569,
177,-1542.544,192,0,1,500,,,2.65,
178,-1644.017,205,0,1,500,,,2.6,
179,-700.264,86,0,1,500,,,2.484,
180,-823.715,102,0,1,500,,,2.598,
181,-1035.739,130,0,1,500,,,2.561,
182,-773.572,97,0,1,500,,,2.622,
183,-906.268,115,0,1,500,,,2.52,
184,-929.755,118,0,1,500,,,2.456,
185,-1044.803,131,0,1,500,,,2.682,
186,-633.968,79,0,1,500,,,2.638,
187,-702.462,85,0,1,500,,,2.271,
188,-763.803,95,0,1,500,,,2.704,
189,-605.77,75,0,1,500,,,2.572,
190,-822.292,103,0,1,500,,,2.562,
191,-881.534,112,0,1,500,,,2.646,
192,-832.587,104,0,1,500,,,2.641,
193,-739.085,92,0,1,500,,,2.675,
194,-1222.045,153,0,1,500,,,2.698,
195,-580.617,74,0,1,500,,,2.589,
196,-1298.613,161,0,1,500,,,2.648,
197,-544.613,66,0,1,500,,,2.483,
198,-873.029,108,0,1,500,,,2.345,
199,-538.534,67,0,1,500,,,2.412,
200,-701.797,88,0,1,500,,,2.519,
201,-1043.306,129,0,1,500,,,2.683,
202,-794.572,100,0,1,500,,,2.542,
203,-1003.652,125,0,1,500,,,2.609,
204,-665.747,83,0,1,500,,,2.618,
205,-648.077,81,0,1,500,,,2.301,
206,-765.126,95,0,1,500,,,1.818,
207,-759.147,94,0,1,500,,,2.598,
208,-1291.775,162,0,1,500,,,2.499,
209,-567.266,71,0,1,500,,,2.473,
210,-500.582,63,0,1,500,,,2.534,
211,-511.356,65,0,1,500,,,2.332,
212,-699.342,87,0,1,500,,,2.679,
213,-1150.616,144,0,1,500,,,2.603,
214,-547.298,67,0,1,500,,,2.56,
215,-462.557,57,0,1,500,,,2.651,
216,-658.947,84,0,1,500,,,2.502,
217,-517.361,64,0,1,500,,,2.628,
218,-648.11,81,0,1,500,,,2.676,
219,-778.821,97,0,1,500,,,2.499,
220,-666.253,82,0,1,500,,,2.688,
221,-922.981,116,0,1,500,,,2.615,
222,-923.196,116,0,1,500,,,2.736,
223,-634.027,79,0,1,500,,,2.593,
224,-1168.093,148,0,1,500,,,2.296,
225,-775.248,97,0,1,500,,,2.618,
226,-389.27,48,0,1,500,,,2.549,
227,-894.772,112,0,1,500,,,2.48,
228,-678.84,85,0,1,500,,,2.484,
229,-846.96,105,0,1,500,,,2.595,
230,-874.614,108,0,1,500,,,2.569,
231,-704.593,87,0,1,500,,,2.562,
232,-849.448,105,0,1,500,,,2.692,
233,-613.566,76,0,1,500,,,2.575,
234,-505.72,62,0,1,500,,,2.649,
235,-686.231,86,0,1,500,,,2.599,
236,-701.107,86,0,1,500,,,2.699,
237,-709.065,88,0,1,500,,,2.524,
238,-704.018,87,0,1,500,,,2.61,
239,-485.449,59,0,1,500,,,2.662,
240,-786.536,96,0,1,500,,,2.547,
241,-804.015,99,0,1,500,,,2.596,
242,-694.117,88,0,1,500,,,2.754,
243,-638.351,80,0,1,500,,,2.557,
244,-466.27,58,0,1,500,,,2.635,
245,-558.969,70,0,1,500,,,2.857,
246,-743.562,91,0,1,500,,,2.707,
247,-1218.777,153,0,1,500,,,2.639,
248,-1111.522,138,0,1,500,,,2.577,
249,-823.565,102,0,1,500,,,2.631,
250,-701.353,89,0,1,500,,,2.662,
251,-1115.979,139,0,1,500,,,2.574,
252,-608.773,77,0,1,500,,,2.645,
