trial,timestamp,algorithm,maze,collisions,completion_time_s,goal_reached,timeout,notes
1,2026-04-07 11:50:48,PPO,Z-maze,108,0.772,0,1,
2,2026-04-07 11:50:49,PPO,Z-maze,108,0.777,0,1,
3,2026-04-07 11:50:49,PPO,Z-maze,135,0.764,0,1,
4,2026-04-07 11:50:50,PPO,Z-maze,104,0.767,0,1,
5,2026-04-07 11:50:51,PPO,Z-maze,231,0.831,0,1,
6,2026-04-07 11:50:52,PPO,Z-maze,163,0.766,0,1,
7,2026-04-07 11:50:53,PPO,Z-maze,172,0.777,0,1,
8,2026-04-07 11:50:53,PPO,Z-maze,138,0.754,0,1,
9,2026-04-07 11:50:54,PPO,Z-maze,178,0.783,0,1,
10,2026-04-07 11:50:55,PPO,Z-maze,111,0.85,0,1,
11,2026-04-07 11:50:56,PPO,Z-maze,220,0.835,0,1,
12,2026-04-07 11:50:57,PPO,Z-maze,172,0.795,0,1,
13,2026-04-07 11:50:57,PPO,Z-maze,115,0.823,0,1,
14,2026-04-07 11:50:58,PPO,Z-maze,116,0.844,0,1,
15,2026-04-07 11:50:59,PPO,Z-maze,158,0.818,0,1,
16,2026-04-07 11:51:00,PPO,Z-maze,138,0.762,0,1,
17,2026-04-07 11:51:01,PPO,Z-maze,98,0.781,0,1,
18,2026-04-07 11:51:01,PPO,Z-maze,306,0.785,0,1,
19,2026-04-07 11:51:02,PPO,Z-maze,282,0.886,0,1,
20,2026-04-07 11:51:03,PPO,Z-maze,194,0.857,0,1,
21,2026-04-07 11:51:04,PPO,Z-maze,250,0.822,0,1,
22,2026-04-07 11:51:05,PPO,Z-maze,161,0.792,0,1,
23,2026-04-07 11:51:06,PPO,Z-maze,90,0.792,0,1,
24,2026-04-07 11:51:07,PPO,Z-maze,89,0.962,0,1,
25,2026-04-07 11:51:08,PPO,Z-maze,113,1.076,0,1,
26,2026-04-07 11:51:10,PPO,Z-maze,127,2.241,0,1,
27,2026-04-07 11:51:12,PPO,Z-maze,142,2.332,0,1,
28,2026-04-07 11:51:14,PPO,Z-maze,117,1.834,0,1,
29,2026-04-07 11:51:16,PPO,Z-maze,208,1.682,0,1,
30,2026-04-07 11:51:17,PPO,Z-maze,145,1.101,0,1,
31,2026-04-07 11:51:18,PPO,Z-maze,92,1.024,0,1,
32,2026-04-07 11:51:19,PPO,Z-maze,103,1.037,0,1,
33,2026-04-07 11:51:20,PPO,Z-maze,100,1.013,0,1,
34,2026-04-07 11:51:21,PPO,Z-maze,124,1.041,0,1,
35,2026-04-07 11:51:22,PPO,Z-maze,84,0.916,0,1,
36,2026-04-07 11:51:23,PPO,Z-maze,155,0.936,0,1,
37,2026-04-07 11:51:24,PPO,Z-maze,123,0.994,0,1,
38,2026-04-07 11:51:25,PPO,Z-maze,110,0.777,0,1,
39,2026-04-07 11:51:26,PPO,Z-maze,179,0.852,0,1,
40,2026-04-07 11:51:26,PPO,Z-maze,157,0.869,0,1,
41,2026-04-07 11:51:27,PPO,Z-maze,82,0.919,0,1,
42,2026-04-07 11:51:28,PPO,Z-maze,115,0.877,0,1,
43,2026-04-07 11:51:29,PPO,Z-maze,129,0.854,0,1,
44,2026-04-07 11:51:30,PPO,Z-maze,142,0.865,0,1,
